id	app_type_id	parent_skill_id	creator_id	skill_icon	skill_picture_url	title	description	created_date	updated_date	level_id	privacy	order	status	rand
1107	1	\N	1	43	skill_default.png	client support		2014-11-10 03:41:28	2015-11-03 05:28:54	1	0	1	0	0.834128634
800076	8	\N	1	265	advice_default.png	Get a library card.		2014-06-21 02:34:13	2015-03-16 13:54:29	13	0	1	0	0.243875111
800016	8	\N	1	178	advice_default.png	Think positive thoughts.		2014-06-03 00:39:36	2015-02-02 01:44:15	13	0	1	0	0.243875111
201933	2	\N	1	47	goal_default.png	Do a Wheelie on a Bike		2014-07-17 22:15:45	2015-05-30 13:55:38	6	0	1	0	0.916442828
300878	3	\N	1	265	hobby_default.png	Horse riding		2014-11-21 11:17:48	2015-02-25 10:54:20	10	0	1	0	0.14542087
201184	2	\N	1	21	goal_default.png	Do a Business Deals		2014-10-03 05:43:35	2015-04-03 08:51:39	6	0	1	0	0.728567696
1528	1	\N	1	274	skill_default.png	computer programming		2014-03-01 08:34:57	2015-03-20 03:15:07	1	0	1	0	0.82317497
201836	2	\N	1	204	goal_default.png	Eat Breakfast in Bed		2014-09-20 20:10:28	2015-02-15 19:54:37	6	0	1	0	0.875017537
300532	3	\N	1	6	hobby_default.png	Felting		2014-05-21 18:49:24	2015-04-04 22:09:24	10	0	1	0	0.150737383
200427	2	\N	1	178	goal_default.png	Sleep in a Yurt		2014-09-03 07:15:36	2015-02-26 05:57:24	6	0	1	0	0.942900112
1794	1	\N	1	98	skill_default.png	negotiate		2014-12-01 08:16:22	2015-02-27 06:10:31	1	0	1	0	0.06340381
300795	3	\N	1	216	hobby_default.png	Walking		2014-09-09 20:35:23	2015-07-04 19:12:52	10	0	1	0	0.842914617
201147	2	\N	1	94	goal_default.png	Go Parachute Jumping		2014-11-22 15:19:35	2015-05-09 00:00:00	6	0	1	0	0.011508686
202099	2	\N	1	151	goal_default.png	Party in a Private Booth At a Nightclub		2014-02-05 12:37:44	2015-10-21 19:24:06	6	0	1	0	0.901726351
200120	2	\N	1	259	goal_default.png	Make a Fairy Garden for the Kids		2014-11-01 04:50:18	2015-03-20 03:05:46	6	0	1	0	0.381724813
310	1	\N	1	81	skill_default.png	"resourceful: ability to supply what is needed, quick wit."		2014-11-22 12:07:38	2015-01-14 18:47:31	1	0	1	0	0.748078704
200577	2	\N	1	175	goal_default.png	Sponsor a Child s Wish Through the Make-A-Wish Foundation		2014-11-26 14:53:14	2015-01-16 10:55:29	6	0	1	0	0.504573595
201847	2	\N	1	206	goal_default.png	Try Absinthe		2014-10-04 23:59:34	2015-05-25 02:09:01	6	0	1	0	0.140463422
202743	2	\N	1	272	goal_default.png	Slide Down a Firehouse Pole		2014-04-24 10:47:00	2015-11-04 23:24:09	6	0	1	0	0.413278235
203112	2	\N	1	202	goal_default.png	Pass My Driving Test		2014-09-04 19:06:23	2015-08-22 01:03:04	6	0	1	0	0.732950934
300984	3	\N	1	112	hobby_default.png	Travelling		2014-03-31 23:45:27	2015-10-10 08:42:09	10	0	1	0	0.603374729
1882	1	\N	1	224	skill_default.png	organizing tasks		2014-05-27 16:21:22	2015-08-16 23:03:07	1	0	1	0	0.351020442
202107	2	\N	1	161	goal_default.png	Make My Own Perfume		2014-12-16 23:10:11	2015-06-26 23:24:43	6	0	1	0	0.183129529
35	1	\N	1	156	skill_default.png	add windshield washer fluid		2014-09-08 12:18:17	2015-09-29 23:28:11	1	0	1	0	0.840577221
201219	2	\N	1	217	goal_default.png	Having Emotional Intimacy	Being emotionally intimate (close) with a romantic partner; being in love	2014-07-25 07:08:33	2015-06-07 10:12:00	6	0	1	0	0.315320564
2	1	\N	1	75	skill_default.png	make a simple budget		2014-12-13 01:46:25	2015-05-03 19:03:22	1	0	1	0	0.839203516
201522	2	\N	1	8	goal_default.png	Cover the Bed in Rose Petals		2014-01-23 20:35:40	2015-01-19 22:35:37	6	0	1	0	0.271901125
201879	2	\N	1	241	goal_default.png	Live in Another City for a Year		2014-07-05 05:35:05	2015-10-17 08:17:57	6	0	1	0	0.882631963
457	1	\N	1	126	skill_default.png	recreation officer (aus)		2014-08-09 07:15:53	2015-09-27 16:57:48	1	0	1	0	0.813168534
201155	2	\N	1	216	goal_default.png	Stay At the Icehotel in Sweden		2014-01-14 16:24:49	2015-04-15 12:37:09	6	0	1	0	0.086882098
800004	8	\N	1	166	advice_default.png	Just go ahead and do your thing no matter what.		2014-10-17 13:32:10	2015-08-30 15:04:02	13	0	1	0	0.243875111
800063	8	\N	1	141	advice_default.png	Meet lots of different kinds of people		2014-06-03 07:24:23	2015-02-23 12:37:00	13	0	1	0	0.243875111
300480	3	\N	1	117	hobby_default.png	Shooting		2014-08-08 13:34:54	2015-02-12 21:49:06	10	0	1	0	0.402119389
914	1	\N	1	90	skill_default.png	dyeing yarn 		2014-03-13 05:39:59	2015-05-27 00:48:40	1	0	1	0	0.663122339
632	1	\N	1	40	skill_default.png	science technicians nec		2014-08-31 04:56:21	2015-12-10 12:53:51	1	0	1	0	0.470794925
200100	2	\N	1	7	goal_default.png	Own a Pair of Red Bottom Shoes		2014-04-30 05:34:05	2015-03-15 17:42:09	6	0	1	0	0.364209559
201283	2	\N	1	251	goal_default.png	Eat Olives in Greece		2014-06-05 23:24:35	2015-04-22 20:35:31	6	0	1	0	0.692514371
706	1	\N	1	111	skill_default.png	entertaining others		2014-11-07 20:57:16	2015-09-25 15:45:13	1	0	1	0	0.735558471
300764	3	\N	1	127	hobby_default.png	Visit museums and art galleries:		2014-03-31 21:45:48	2015-04-11 16:01:29	10	0	1	0	0.531908376
200559	2	\N	1	16	goal_default.png	Jump in to a Pool Fully Clothed		2014-06-10 15:31:49	2015-12-13 02:55:06	6	0	1	0	0.43837033
1036	1	\N	1	4	skill_default.png	car tune-up		2014-09-17 03:12:58	2015-11-28 05:59:34	1	0	1	0	0.843298119
1983	1	\N	1	19	skill_default.png	clothing patternmaker		2014-09-30 12:29:05	2015-01-18 14:58:42	1	0	1	0	0.236467025
1325	1	\N	1	89	skill_default.png	pt modeler		2014-02-12 03:21:10	2015-10-22 14:20:50	1	0	1	0	0.462104473
300953	3	\N	1	245	hobby_default.png	Seaglass collecting		2014-05-04 18:40:54	2015-10-02 11:33:39	10	0	1	0	0.582171142
1326	1	\N	1	51	skill_default.png	vintage cars		2014-02-23 23:44:01	2015-02-04 09:41:28	1	0	1	0	0.421470801
200137	2	\N	1	12	goal_default.png	Visit Argentinas Iguazu Falls		2014-10-23 10:19:29	2015-08-28 15:43:38	6	0	1	0	0.280693299
201822	2	\N	1	191	goal_default.png	Climb to the Top of Orton Hall		2014-01-16 08:44:53	2015-08-08 04:43:24	6	0	1	0	0.96966278
200465	2	\N	1	129	goal_default.png	Have My Picture Published in a Newspaper		2014-03-24 14:17:40	2015-06-20 04:21:48	6	0	1	0	0.575574165
203061	2	\N	1	192	goal_default.png	Go to a Shooting Range		2014-11-06 19:59:48	2015-05-29 11:29:02	6	0	1	0	0.311605167
201485	2	\N	1	99	goal_default.png	Participate in a Private Wine Tasting		2014-08-09 23:26:01	2015-11-10 18:19:35	6	0	1	0	0.574145689
301045	3	\N	1	49	hobby_default.png	Wargames		2014-09-03 07:44:24	2015-06-23 07:26:24	10	0	1	0	0.451822834
200367	2	\N	1	143	goal_default.png	Develop products that generate $1 million+ in annual sales.		2014-05-19 08:53:05	2015-10-07 23:27:19	6	0	1	0	0.013919442
201318	2	\N	1	4	goal_default.png	Go on a Date to the Beach		2014-01-15 11:02:07	2015-02-23 16:30:43	6	0	1	0	0.553532921
201710	2	\N	1	66	goal_default.png	Actively run for city council		2014-09-20 03:20:01	2015-01-14 08:30:29	6	0	1	0	0.233917676
202783	2	\N	1	180	goal_default.png	Become a Psychotherapist		2014-07-06 09:27:22	2015-06-02 01:04:22	6	0	1	0	0.984513108
201032	2	\N	1	192	goal_default.png	Aerobatic Plane Ride		2014-10-09 03:28:13	2015-01-14 12:55:35	6	0	1	0	0.275501539
202824	2	\N	1	240	goal_default.png	Gain Financial Security		2014-12-27 10:46:34	2015-07-19 16:35:28	6	0	1	0	0.081202993
800154	8	\N	1	136	advice_default.png	Stop and observe all of the little things as completely unique events.		2014-03-28 21:22:02	2015-08-20 04:05:14	13	0	1	0	0.243875111
300588	3	\N	1	263	hobby_default.png	Marquetry		2014-04-17 14:50:30	2015-04-05 23:28:11	10	0	1	0	0.574341358
60	1	\N	1	188	skill_default.png	carpentry skills		2014-03-01 10:26:41	2015-12-10 21:30:49	1	0	1	0	0.196717314
1618	1	\N	1	271	skill_default.png	eating		2014-03-09 09:16:51	2015-11-14 08:41:51	1	0	1	0	0.838861509
622	1	\N	1	265	skill_default.png	registered nurses nec		2014-10-20 19:45:42	2015-09-18 04:09:42	1	0	1	0	0.338072821
201663	2	\N	1	1	goal_default.png	Learn to snow ski		2014-09-05 21:08:21	2015-04-26 04:19:21	6	0	1	0	0.476556158
1111	1	\N	1	63	skill_default.png	geotechnical engineer		2014-09-28 21:50:07	2015-01-14 18:18:09	1	0	1	0	0.996982059
201067	2	\N	1	213	goal_default.png	Learn a Form of Spanish Dancing		2014-07-14 19:21:56	2015-06-25 23:36:49	6	0	1	0	0.377453258
300580	3	\N	1	189	hobby_default.png	Tutoring children		2014-12-11 21:42:20	2015-08-06 23:03:33	10	0	1	0	0.872192823
201268	2	\N	1	25	goal_default.png	Hike in Yosemite National Park		2014-12-21 12:29:40	2015-09-21 10:49:26	6	0	1	0	0.056688987
800037	8	\N	1	44	advice_default.png	"Also, help people who have never helped you, and can't."		2014-12-06 07:39:22	2015-02-05 11:22:34	13	0	1	0	0.243875111
109	1	\N	1	77	skill_default.png	dental prothetist		2014-12-11 21:32:59	2015-11-02 07:53:46	1	0	1	0	0.987889643
300534	3	\N	1	56	hobby_default.png	Tour skating		2014-03-03 10:41:40	2015-11-10 19:54:20	10	0	1	0	0.935298939
200472	2	\N	1	180	goal_default.png	Fall in Love Accidentally		2014-08-31 07:09:07	2015-03-04 12:33:33	6	0	1	0	0.458587683
800191	8	\N	1	20	advice_default.png	"To stay healthy always, take the stairs"		2014-05-28 06:11:23	2015-12-23 23:17:48	13	0	1	0	0.243875111
1563	1	\N	1	6	skill_default.png	aircraft maintenance engineer (mechanical)		2014-02-14 14:44:36	2015-09-17 17:18:32	1	0	1	0	0.993399503
790	1	\N	1	273	skill_default.png	web surfing		2014-10-09 04:46:51	2015-04-25 14:18:49	1	0	1	0	0.670371992
200078	2	\N	1	247	goal_default.png	Live Disease-Free		2014-05-04 18:52:16	2015-03-31 18:06:03	6	0	1	0	0.801753141
202241	2	\N	1	6	goal_default.png	Wear Colored Contacts		2014-08-27 21:32:33	2015-12-09 00:13:49	6	0	1	0	0.076072813
200032	2	\N	1	192	goal_default.png	Make a Great Family Halloween Costume for the First Time My Son Goes Trick Or Treating		2014-04-09 05:40:16	2015-02-25 11:54:06	6	0	1	0	0.142607231
300539	3	\N	1	241	hobby_default.png	Working in a food pantry		2014-07-13 15:06:46	2015-09-21 19:27:07	10	0	1	0	0.617765451
201558	2	\N	1	152	goal_default.png	Cliff Dive		2014-10-30 08:31:29	2015-11-19 06:50:50	6	0	1	0	0.386366371
201980	2	\N	1	92	goal_default.png	Visit Bryce Canyon		2014-06-18 06:35:34	2015-05-09 14:31:47	6	0	1	0	0.368993255
787	1	\N	1	261	skill_default.png	capable problem solver		2014-07-23 04:35:37	2015-03-28 04:43:15	1	0	1	0	0.060359393
300946	3	\N	1	136	hobby_default.png	Collecting Rocks & Minerals		2014-06-13 06:33:42	2015-12-18 19:38:38	10	0	1	0	0.678733555
755	1	\N	1	14	skill_default.png	jukskei		2014-04-03 21:16:34	2015-03-28 17:12:37	1	0	1	0	0.15902631
300600	3	\N	1	216	hobby_default.png	Djing		2014-10-28 03:40:19	2015-12-10 11:42:26	10	0	1	0	0.816714159
300468	3	\N	1	125	hobby_default.png	Slingshots		2014-08-18 22:40:13	2015-05-01 22:36:29	10	0	1	0	0.513469917
200136	2	\N	1	196	goal_default.png	Become a Better Public Speaker		2014-01-01 21:55:44	2015-04-20 23:39:33	6	0	1	0	0.553026933
201823	2	\N	1	196	goal_default.png	Go on a Real African Safari		2014-01-18 12:30:06	2015-11-21 04:05:05	6	0	1	0	0.567749336
1314	1	\N	1	9	skill_default.png	give a good massage		2014-08-22 02:46:02	2015-04-02 11:23:25	1	0	1	0	0.568710404
858	1	\N	1	29	skill_default.png	training skills		2014-03-14 17:06:35	2015-09-13 14:29:28	1	0	1	0	0.441754339
300401	3	\N	1	68	hobby_default.png	Sculpting stone		2014-03-25 04:03:30	2015-05-13 13:49:26	10	0	1	0	0.219409266
201360	2	\N	1	14	goal_default.png	Change Someone's Life for the Better		2014-11-30 10:52:19	2015-01-04 05:16:48	6	0	1	0	0.292751575
1993	1	\N	1	30	skill_default.png	tie a necktie		2014-08-06 07:49:35	2015-07-30 03:00:00	1	0	1	0	0.306371033
300124	3	\N	1	154	hobby_default.png	Collecting photographs of people you meet		2014-02-22 09:09:13	2015-01-08 20:51:13	10	0	1	0	0.690284064
1971	1	\N	1	7	skill_default.png	fruit or nut grower		2014-01-25 05:39:33	2015-03-12 03:27:56	1	0	1	0	0.159712346
680	1	\N	1	259	skill_default.png	boat builder and repairer		2014-02-25 19:38:38	2015-11-08 13:06:23	1	0	1	0	0.40565385
203106	2	\N	1	210	goal_default.png	Make Ice Cream		2014-04-28 06:17:43	2015-09-20 09:26:04	6	0	1	0	0.978544192
1638	1	\N	1	265	skill_default.png	happinness		2014-12-18 20:53:48	2015-11-18 17:49:29	1	0	1	0	0.155971485
650	1	\N	1	98	skill_default.png	taekwondo		2014-04-24 13:57:22	2015-11-16 03:36:52	1	0	1	0	0.56546776
200701	2	\N	1	111	goal_default.png	Be on a Tv Show		2014-10-31 12:10:05	2015-05-02 17:06:35	6	0	1	0	0.850238281
132	1	\N	1	216	skill_default.png	desktop publishing		2014-12-31 07:22:05	2015-04-05 08:48:29	1	0	1	0	0.612071376
200443	2	\N	1	209	goal_default.png	Bake a Layered Cake		2014-04-18 16:22:57	2015-09-20 19:56:30	6	0	1	0	0.430119485
2018	1	\N	1	171	skill_default.png	external auditor		2014-04-26 05:26:10	2015-01-15 08:34:22	1	0	1	0	0.933001288
202309	2	\N	1	22	goal_default.png	Do a Polar Bear Plunge		2014-06-05 15:05:54	2015-08-29 05:34:22	6	0	1	0	0.076907124
1379	1	\N	1	202	skill_default.png	attending classes and lectures		2014-07-18 18:03:36	2015-04-21 21:28:31	1	0	1	0	0.403904844
200747	2	\N	1	88	goal_default.png	Up Helly Aa Fire Festival in Scotland		2014-03-04 01:38:04	2015-07-23 08:30:46	6	0	1	0	0.788852458
300420	3	\N	1	140	hobby_default.png	Shopping for latest trends		2014-07-11 07:43:06	2015-12-10 03:36:52	10	0	1	0	0.94666363
200825	2	\N	1	91	goal_default.png	Cross Country trip		2014-10-31 06:54:35	2015-11-29 15:49:58	6	0	1	0	0.957021878
1013	1	\N	1	11	skill_default.png	loyal		2014-02-08 03:29:23	2015-03-17 20:51:48	1	0	1	0	0.435689045
300073	3	\N	1	120	hobby_default.png	Listening to music		2014-08-23 23:36:06	2015-01-24 17:03:42	10	0	1	0	0.458796616
300666	3	\N	1	225	hobby_default.png	Scotch tasting		2014-11-21 17:40:34	2015-02-17 17:29:46	10	0	1	0	0.704238783
171	1	\N	1	135	skill_default.png	horse breeder		2014-12-27 22:43:49	2015-01-16 20:40:16	1	0	1	0	0.200834311
200325	2	\N	1	32	goal_default.png	Build a Gingerbread House		2014-06-02 10:48:17	2015-03-11 12:11:31	6	0	1	0	0.688226727
1584	1	\N	1	143	skill_default.png	poker		2014-05-07 18:47:48	2015-02-12 15:23:28	1	0	1	0	0.286736912
202006	2	\N	1	115	goal_default.png	Have the funds to write a check for each of our kids college education		2014-07-07 00:04:02	2015-05-15 00:21:53	6	0	1	0	0.501564691
202543	2	\N	1	121	goal_default.png	Dance in the Macy's Thanksgiving Day Parade		2014-06-19 13:43:49	2015-04-19 14:12:29	6	0	1	0	0.223712344
200937	2	\N	1	145	goal_default.png	Learn to Play a Song on an in strument		2014-07-20 15:15:16	2015-03-28 08:38:15	6	0	1	0	0.198368502
201608	2	\N	1	244	goal_default.png	Get in to a Pt School		2014-08-31 03:19:35	2015-05-28 19:33:36	6	0	1	0	0.645768869
202661	2	\N	1	72	goal_default.png	Go on a cruise across the Atlantic		2014-11-22 06:43:47	2015-12-10 17:56:59	6	0	1	0	0.597720611
62	1	\N	1	37	skill_default.png	sensitive		2014-08-26 07:34:28	2015-11-09 16:12:09	1	0	1	0	0.551230151
200933	2	\N	1	55	goal_default.png	Don t Let Your Diet Crumble.		2014-06-20 08:30:20	2015-05-15 18:18:43	6	0	1	0	0.236045135
200068	2	\N	1	54	goal_default.png	Learn to Curl		2014-02-17 12:08:12	2015-07-23 21:44:30	6	0	1	0	0.622259619
203084	2	\N	1	260	goal_default.png	Fly a Kite		2014-04-18 15:13:41	2015-10-08 11:53:57	6	0	1	0	0.83942093
200294	2	\N	1	214	goal_default.png	Don't Sleep for 48 Hours		2014-11-13 12:01:26	2015-04-12 01:18:46	6	0	1	0	0.997267892
200197	2	\N	1	177	goal_default.png	Whip up a signature drink		2014-11-13 07:03:13	2015-10-08 03:02:27	6	0	1	0	0.500190513
200944	2	\N	1	275	goal_default.png	Learn a Flair Bartending Trick		2014-08-19 04:59:14	2015-07-21 10:02:30	6	0	1	0	0.350374936
398	1	\N	1	115	skill_default.png	edit a video		2014-01-22 18:46:31	2015-10-09 08:31:12	1	0	1	0	0.941938671
873	1	\N	1	252	skill_default.png	audiophilia		2014-04-20 13:00:37	2015-09-22 03:15:24	1	0	1	0	0.166558551
202573	2	\N	1	256	goal_default.png	Learning and Education Bucket List Ideas		2014-05-21 04:47:43	2015-09-13 21:41:46	6	0	1	0	0.490546239
200592	2	\N	1	100	goal_default.png	Complete a Dakar Rally		2014-09-30 16:04:39	2015-10-29 09:11:48	6	0	1	0	0.997888994
200583	2	\N	1	37	goal_default.png	Get Down to 60kg		2014-12-22 10:07:58	2015-08-06 13:23:40	6	0	1	0	0.233264009
426	1	\N	1	165	skill_default.png	plumbing repairs		2014-07-19 08:31:29	2015-07-22 22:47:43	1	0	1	0	0.083186524
929	1	\N	1	102	skill_default.png	counseling people 		2014-07-12 15:24:37	2015-07-13 09:44:38	1	0	1	0	0.08083896
300123	3	\N	1	218	hobby_default.png	Restoring juke boxes		2014-12-16 10:19:12	2015-06-11 05:22:08	10	0	1	0	0.830728178
202792	2	\N	1	73	goal_default.png	Read a New York Times Best Seller		2014-08-26 20:13:55	2015-12-24 14:24:43	6	0	1	0	0.292351015
200877	2	\N	1	138	goal_default.png	Ride on a Train		2014-10-03 20:03:33	2015-01-02 19:32:53	6	0	1	0	0.917614443
1058	1	\N	1	56	skill_default.png	linux		2014-09-02 22:24:14	2015-05-31 18:00:17	1	0	1	0	0.163871529
598	1	\N	1	85	skill_default.png	defence force member   other ranks		2014-12-26 01:27:50	2015-01-01 00:03:19	1	0	1	0	0.454284726
1742	1	\N	1	88	skill_default.png	repelling 		2014-09-14 03:32:07	2015-12-26 20:52:31	1	0	1	0	0.892026169
200934	2	\N	1	229	goal_default.png	Hear the Pope Speak At the Vatican in Italy		2014-01-18 12:41:37	2015-08-16 05:24:35	6	0	1	0	0.083927534
203024	2	\N	1	100	goal_default.png	Cross the Golden Gate Bridge		2014-06-14 15:46:57	2015-05-30 06:44:56	6	0	1	0	0.517417487
2012	1	\N	1	47	skill_default.png	determination		2014-08-10 20:12:29	2015-12-09 22:59:40	1	0	1	0	0.959478839
300520	3	\N	1	143	hobby_default.png	Instruments you could learn to play		2014-03-03 05:46:19	2015-12-16 18:41:02	10	0	1	0	0.70998863
314	1	\N	1	242	skill_default.png	driller		2014-06-08 08:59:08	2015-05-05 19:32:36	1	0	1	0	0.224775513
300830	3	\N	1	48	hobby_default.png	Model aircraft		2014-05-09 08:14:12	2015-04-05 06:10:57	10	0	1	0	0.071965352
202410	2	\N	1	92	goal_default.png	Crowd Surf At a Rock Concert		2014-01-17 13:30:09	2015-06-16 15:22:28	6	0	1	0	0.263392987
200483	2	\N	1	206	goal_default.png	Stand in a Red Phone Box in England		2014-12-08 12:04:02	2015-04-06 11:58:25	6	0	1	0	0.91824536
1122	1	\N	1	258	skill_default.png	paint ball		2014-08-03 02:56:41	2015-11-30 10:50:10	1	0	1	0	0.449621421
300422	3	\N	1	125	hobby_default.png	Fencing		2014-05-29 08:17:05	2015-12-18 16:25:58	10	0	1	0	0.06868236
300440	3	\N	1	14	hobby_default.png	Composing music		2014-01-01 23:45:10	2015-05-19 07:17:28	10	0	1	0	0.355999901
202958	2	\N	1	274	goal_default.png	Friends / Friendships		2014-01-22 15:20:53	2015-08-15 23:49:29	6	0	1	0	0.663917369
201632	2	\N	1	264	goal_default.png	Collect a Penny for Every Year I Have Lived		2014-02-07 19:25:49	2015-09-19 06:33:24	6	0	1	0	0.838005952
1239	1	\N	1	82	skill_default.png	mixed livestock farmer		2014-11-30 04:38:38	2015-05-14 00:15:07	1	0	1	0	0.366965194
200490	2	\N	1	202	goal_default.png	Create an Art Piece Based on a Song		2014-02-03 18:48:40	2015-06-27 20:30:20	6	0	1	0	0.559068518
1946	1	\N	1	180	skill_default.png	screening telephone calls		2014-10-25 00:21:27	2015-07-05 22:57:13	1	0	1	0	0.283070552
202788	2	\N	1	32	goal_default.png	Go Sightseeing on a Vespa/Scooter		2014-06-04 16:16:02	2015-06-23 06:48:49	6	0	1	0	0.750800544
389	1	\N	1	108	skill_default.png	styling		2014-04-13 14:41:43	2015-12-12 08:50:12	1	0	1	0	0.398055195
1803	1	\N	1	180	skill_default.png	developer programmer		2014-08-07 00:20:44	2015-02-19 01:26:07	1	0	1	0	0.074949956
300146	3	\N	1	249	hobby_default.png	Glow sticking		2014-10-21 11:43:52	2015-03-23 04:08:15	10	0	1	0	0.036728809
202890	2	\N	1	85	goal_default.png	Build a Giant Sand Castle		2014-02-16 06:27:22	2015-12-24 00:41:46	6	0	1	0	0.574477528
201460	2	\N	1	134	goal_default.png	Donate Books		2014-03-11 08:56:15	2015-09-03 13:35:20	6	0	1	0	0.576556608
300253	3	\N	1	111	hobby_default.png	Scrap-booking		2014-04-17 21:51:59	2015-12-03 05:42:09	10	0	1	0	0.519889597
202113	2	\N	1	14	goal_default.png	Learn to drive a stick shift.		2014-03-03 20:04:25	2015-07-23 02:50:47	6	0	1	0	0.202004632
202108	2	\N	1	115	goal_default.png	Go Zip Lining		2014-02-21 00:38:27	2015-11-22 20:53:23	6	0	1	0	0.505574403
301034	3	\N	1	268	hobby_default.png	Visit a zoo or animal shelter		2014-09-17 17:06:43	2015-12-05 04:07:49	10	0	1	0	0.854389209
201846	2	\N	1	22	goal_default.png	Foie Gras		2014-09-06 10:42:32	2015-10-15 00:24:55	6	0	1	0	0.626796398
1682	1	\N	1	38	skill_default.png	"motivated: the inner reason for any act; as, hunger might be the motive for working."		2014-10-25 08:17:05	2015-10-26 10:03:39	1	0	1	0	0.506981224
300521	3	\N	1	242	hobby_default.png	Kayaking		2014-04-15 20:07:35	2015-10-14 10:30:00	10	0	1	0	0.529051039
200198	2	\N	1	191	goal_default.png	One year of monthly blog writing		2014-10-24 05:11:37	2015-04-05 09:09:39	6	0	1	0	0.836257893
1086	1	\N	1	182	skill_default.png	meteorologist		2014-08-07 02:20:07	2015-07-07 19:14:27	1	0	1	0	0.95516206
896	1	\N	1	82	skill_default.png	art collecting		2014-05-31 03:50:07	2015-02-22 10:46:16	1	0	1	0	0.706558666
200487	2	\N	1	42	goal_default.png	Own a Lamborghini		2014-12-01 05:35:05	2015-11-29 08:55:58	6	0	1	0	0.683169909
201230	2	\N	1	52	goal_default.png	Beat Cancer		2014-07-04 12:50:59	2015-03-06 10:02:30	6	0	1	0	0.214004066
201432	2	\N	1	40	goal_default.png	Go on an African safari.		2014-08-25 21:39:27	2015-02-03 21:51:33	6	0	1	0	0.400973724
202056	2	\N	1	54	goal_default.png	Trek the Mendenhall Glacier Caves in Alaska		2014-11-14 03:05:28	2015-07-20 14:47:46	6	0	1	0	0.742568243
141	1	\N	1	120	skill_default.png	"honest: not lying, cheating or stealing, sincere."		2014-05-08 11:09:27	2015-11-27 03:11:40	1	0	1	0	0.764872366
1729	1	\N	1	51	skill_default.png	comprehending ideas		2014-02-26 09:52:08	2015-12-02 19:05:31	1	0	1	0	0.733724374
201351	2	\N	1	88	goal_default.png	Sit Front Row At a Basketball Game		2014-05-29 02:54:06	2015-02-23 22:56:12	6	0	1	0	0.689535092
202853	2	\N	1	99	goal_default.png	Invest in Real Estate		2014-07-01 00:24:29	2015-03-19 18:25:29	6	0	1	0	0.78176782
200143	2	\N	1	149	goal_default.png	Make five birthday or Christmas gifts that the recipient would actually be happy to receive		2014-11-07 04:43:58	2015-08-25 15:27:39	6	0	1	0	0.018295613
1655	1	\N	1	255	skill_default.png	detail-oriented		2014-09-10 00:46:05	2015-09-21 12:58:02	1	0	1	0	0.267396003
202672	2	\N	1	149	goal_default.png	Swim With Dolphins.		2014-08-29 11:56:41	2015-07-07 18:35:17	6	0	1	0	0.956165952
201190	2	\N	1	17	goal_default.png	Learn a New Word Every Day for a Year		2014-04-16 19:51:53	2015-10-01 21:37:09	6	0	1	0	0.613195175
202342	2	\N	1	225	goal_default.png	Shop My Book Proposal to My Agent Contact List		2014-12-12 10:57:48	2015-06-07 16:08:59	6	0	1	0	0.068813266
300310	3	\N	1	109	hobby_default.png	Matchstick modeling		2014-10-30 05:34:31	2015-10-29 19:48:35	10	0	1	0	0.98738049
201842	2	\N	1	77	goal_default.png	Become Known As an Expert 		2014-06-02 20:26:53	2015-06-27 12:20:36	6	0	1	0	0.988772261
203066	2	\N	1	218	goal_default.png	Do a Full Split		2014-08-12 03:04:45	2015-04-21 11:16:05	6	0	1	0	0.418306888
1444	1	\N	1	240	skill_default.png	writing and grading tests		2014-11-14 00:37:35	2015-01-07 14:20:15	1	0	1	0	0.54956134
200516	2	\N	1	265	goal_default.png	Transportation		2014-02-27 21:04:54	2015-07-27 18:41:54	6	0	1	0	0.602892095
1913	1	\N	1	274	skill_default.png	do push-ups and sit-ups properly		2014-12-28 14:11:02	2015-03-07 04:45:59	1	0	1	0	0.365175593
202193	2	\N	1	130	goal_default.png	Bike on the Beach		2014-08-26 18:24:46	2015-12-29 16:50:10	6	0	1	0	0.704567909
186	1	\N	1	84	skill_default.png	demonstrate something		2014-12-07 18:46:39	2015-06-07 01:18:20	1	0	1	0	0.013653119
300090	3	\N	1	28	hobby_default.png	Trumpet		2014-10-24 10:28:51	2015-01-28 04:08:41	10	0	1	0	0.567971345
2004	1	\N	1	208	skill_default.png	sail maker		2014-03-12 13:40:13	2015-04-04 04:05:48	1	0	1	0	0.304718786
1867	1	\N	1	14	skill_default.png	expressing feelings		2014-11-24 22:32:01	2015-08-20 15:34:25	1	0	1	0	0.784064433
202885	2	\N	1	96	goal_default.png	Put together furniture		2014-10-22 09:34:51	2015-08-24 16:03:39	6	0	1	0	0.536251974
300370	3	\N	1	229	hobby_default.png	Mountaineering		2014-07-26 02:49:38	2015-08-13 04:14:01	10	0	1	0	0.647890623
202102	2	\N	1	76	goal_default.png	Dance in the Moonlight		2014-08-11 13:06:23	2015-03-12 19:52:11	6	0	1	0	0.652970332
395	1	\N	1	3	skill_default.png	responsibility		2014-03-23 13:15:01	2015-02-08 16:50:53	1	0	1	0	0.728179993
202344	2	\N	1	47	goal_default.png	Watch the Sunset in Santorini in Greece		2014-05-13 18:54:35	2015-09-10 00:06:37	6	0	1	0	0.315708451
200977	2	\N	1	248	goal_default.png	Help 10 people better their lives through micro-loans		2014-08-17 03:43:21	2015-07-09 13:56:56	6	0	1	0	0.618560969
