id	app_type_id	template_type_id	creator_id	explorer_picture_url	title	description	created_date	updated_date	level_id	privacy	order	status	list_type	rand																										
3000522	4	7002	1	default.png	Hydroponics		14-08-18 19:32:00	15-09-19 03:52:00		10002	1	0		0.023035846																										
2001606	3	7002	1	chess-2.jpg	Ride a Tuk Tuk in Thailand		14-04-05 13:00:00	15-09-19 00:52:00		10002	1	0		0.668201782																										
2001953	3	7002	1	chess-1.jpg	Tap Dance		14-12-20 17:54:00	15-09-18 21:36:00		10002	1	0		0.732826976																										
2003079	3	7002	1	chess-2.jpg	Cruise Mexico		14-08-27 14:43:00	15-09-18 21:24:00		10002	1	0		0.907835905																										
2004	2	7002	1	default.png	motivate others		14-11-17 04:37:00	15-09-18 20:55:00		10002	1	0		0.116100115																										
2000563	3	7002	1	default.png	Attend a tech conference.		14-12-08 15:07:00	15-09-18 20:51:00		10002	1	0		0.894882771																										
1068	2	7002	1	default.png	aeronautical engineer		14-12-07 03:47:00	15-09-18 18:25:00		10002	1	0		0.686554243																										
2001786	3	7002	1	chess-2.jpg	Drive From Home to the East Coast		14-04-05 06:44:00	15-09-18 15:41:00		10002	1	0		0.810519857																										
2002511	3	7002	1	chess-1.jpg	Visit Cedar Point		14-11-26 07:36:00	15-09-18 15:15:00		10002	1	0		0.359677034																										
2001697	3	7002	1	chess.jpg	10+ Days of Continuous Yoga		14-08-16 19:58:00	15-09-18 15:01:00		10002	1	0		0.422639016																										
8000160	9	7002	1	default.png	Eat a fruit and a vegetable.		14-07-27 09:51:00	15-09-18 13:53:00		10002	1	0		0.243875111																										
2002810	3	7002	1	chess.jpg	See My Favorite Band Play Live		14-12-10 22:13:00	15-09-18 12:53:00		10002	1	0		0.043806683																										
2000961	3	7002	1	default.png	Go on a Random Road Trip		14-03-08 18:00:00	15-09-18 12:46:00		10002	1	0		0.842553584																										
574	2	7002	1	default.png	flying		14-05-24 21:41:00	15-09-18 12:30:00		10002	1	0		0.074879822																										
173	2	7002	1	default.png	electrician (special class)		14-01-09 04:16:00	15-09-18 12:27:00		10002	1	0		0.432777144																										
2002793	3	7002	1	chess-1.jpg	Eat French Cheese in France		14-02-08 09:05:00	15-09-18 11:37:00		10002	1	0		0.247523856																										
649	2	7002	1	default.png	likable		14-04-28 19:49:00	15-09-18 11:32:00		10002	1	0		0.999514281																										
1226	2	7002	1	default.png	foraging		14-12-02 20:49:00	15-09-18 11:00:00		10002	1	0		0.272876585																										
2000673	3	7002	1	default.png	Climb an Active Volcano		14-02-16 13:40:00	15-09-18 09:02:00		10002	1	0		0.360109285																										
1848	2	7002	1	default.png	signwriter		14-11-10 09:21:00	15-09-18 08:33:00		10002	1	0		0.849491431																										
2001691	3	7002	1	chess.jpg	Do the Great New Zealand Bike Ride		14-07-21 18:03:00	15-09-18 08:17:00		10002	1	0		0.382573324																										
3000738	4	7002	1	default.png	Cosplaying		14-03-28 11:35:00	15-09-18 08:11:00		10002	1	0		0.806519294																										
2001226	3	7002	1	default.png	Become Friends With a Celebrity		14-12-19 00:52:00	15-09-18 07:24:00		10002	1	0		0.057628754																										
3000426	4	7002	1	default.png	Koi		14-05-31 14:57:00	15-09-18 07:01:00		10002	1	0		0.411677898																										
2001198	3	7002	1	default.png	Become a Very Successful Lawyer		14-09-08 14:37:00	15-09-18 05:19:00		10002	1	0		0.500449033																										
8000152	9	7002	1	default.png	"It is easy for people to talk a good game, so watch how they behave instead."		14-07-05 15:40:00	15-09-18 04:43:00		10002	1	0		0.243875111																										
620	2	7002	1	default.png	registered nurses nec		14-10-20 19:45:00	15-09-18 04:09:00		10002	1	0		0.338072821																										
2001328	3	7002	1	default.png	Visit the Museum of Modern Art in New York City		14-07-24 15:40:00	15-09-18 01:24:00		10002	1	0		0.16133241																										
8000002	9	7002	1	default.png	Just do it		14-03-02 16:37:00	15-09-17 22:44:00		10002	1	0		0.243875111																										
2002997	3	7002	1	chess-1.jpg	Help someone through a difficult situation in their life		14-05-31 19:56:00	15-09-17 22:03:00		10002	1	0		0.436606271																										
3000072	4	7002	1	chess-2.jpg	Curling		14-01-10 23:32:00	15-09-17 21:46:00		10002	1	0		0.732892205																										
507	2	7002	1	default.png	"director (film, television, radio or stage)"		14-01-20 18:05:00	15-09-17 20:09:00		10002	1	0		0.412305688																										
76	2	7002	1	default.png	firm		14-07-15 00:53:00	15-09-17 19:12:00		10002	1	0		0.596928128																										
3000242	4	7002	1	default.png	Flying disc		14-01-18 17:40:00	15-09-17 18:03:00		10002	1	0		0.993654236																										
3000537	4	7002	1	default.png	Target shooting		14-06-08 14:49:00	15-09-17 17:38:00		10002	1	0		0.863148892																										
1552	2	7002	1	default.png	aircraft maintenance engineer (mechanical)		14-02-14 14:44:00	15-09-17 17:18:00		10002	1	0		0.993399503																										
2002180	3	7002	1	chess.jpg	Go Para-Skiing		14-06-29 19:35:00	15-09-17 15:48:00		10002	1	0		0.717257875																										
413	2	7002	1	default.png	check coolant level		14-07-26 05:31:00	15-09-17 15:35:00		10002	1	0		0.40526169																										
2002541	3	7002	1	chess-1.jpg	Become a Stand-Up Comedian		14-06-16 13:04:00	15-09-17 12:32:00		10002	1	0		0.746124487																										
494	2	7002	1	default.png	leaf collecting and pressing		14-12-08 18:54:00	15-09-17 12:18:00		10002	1	0		0.558486083																										
2002210	3	7002	1	chess.jpg	Bicycle Across the Golden Gate		14-10-12 19:58:00	15-09-17 09:48:00		10002	1	0		0.439721755																										
2002926	3	7002	1	chess-2.jpg	Learn the Hula in Hawaii		14-07-30 08:30:00	15-09-17 08:05:00		10002	1	0		0.363623117																										
2001471	3	7002	1	chess-2.jpg	Go on a Date At an Amusement Park		14-09-03 22:25:00	15-09-17 05:12:00		10002	1	0		0.090681807																										
2032	2	7002	1	default.png	assertive		14-06-28 13:36:00	15-09-17 03:20:00		10002	1	0		0.202179817																										
2002404	3	7002	1	chess-2.jpg	Ride in a Limousine		14-10-01 04:12:00	15-09-16 23:18:00		10002	1	0		0.914699639																										
2002652	3	7002	1	chess-1.jpg	Complete Step Two of My in vestment Portfolio		14-04-27 23:54:00	15-09-16 21:25:00		10002	1	0		0.220495147																										
2002314	3	7002	1	chess-2.jpg	Eat a Six-Course Meal That I Prepared		14-09-05 04:21:00	15-09-16 20:44:00		10002	1	0		0.130104669																										
78	2	7002	1	default.png	"practical: inclined or suited to useful action, rather that speculation."		14-11-04 11:16:00	15-09-16 20:23:00		10002	1	0		0.63433928																										
879	2	7002	1	default.png	operate tools and machinery		14-12-04 00:32:00	15-09-16 18:31:00		10002	1	0		0.434816816																										
2000456	3	7002	1	default.png	Art Direct a Photo Shoot		14-06-11 15:47:00	15-09-16 17:45:00		10002	1	0		0.610998946																										
496	2	7002	1	default.png	decision making		14-05-04 08:58:00	15-09-16 17:08:00		10002	1	0		0.245671839																										
1705	2	7002	1	default.png	statistician		14-09-19 18:19:00	15-09-16 15:44:00		10002	1	0		0.924769343																										
2000303	3	7002	1	default.png	Go See an Olympics Event in Person.		14-12-07 17:24:00	15-09-16 14:13:00		10002	1	0		0.065051489																										
617	2	7002	1	default.png	creative thinking and problem solving 		14-05-18 23:36:00	15-09-16 11:45:00		10002	1	0		0.588024208																										
8000161	9	7002	1	default.png	Don't take anything personally.		14-12-10 06:01:00	15-09-16 10:41:00		10002	1	0		0.243875111																										
2001247	3	7002	1	default.png	Get a full-body massage.		14-04-20 22:51:00	15-09-16 10:38:00		10002	1	0		0.524753575																										
2001422	3	7002	1	chess-1.jpg	Eat Snails in Paris		14-03-12 17:39:00	15-09-16 09:46:00		10002	1	0		0.773920903																										
2001186	3	7002	1	default.png	Roll in a Huge Pile of Leaves		14-04-09 12:51:00	15-09-16 09:40:00		10002	1	0		0.471394306																										
2000426	3	7002	1	default.png	"Have a Net Worth of $1,000,000"		14-08-11 00:40:00	15-09-16 07:42:00		10002	1	0		0.512874102																										
1832	2	7002	1	default.png	speak in public		14-10-15 01:37:00	15-09-16 05:49:00		10002	1	0		0.852405488																										
1881	2	7002	1	default.png	ambitious		14-03-07 06:13:00	15-09-16 05:06:00		10002	1	0		0.890413517																										
2001391	3	7002	1	default.png	Dress a Man		14-09-03 06:42:00	15-09-16 02:15:00		10002	1	0		0.680734057																										
53	2	7002	1	default.png	commissioned defence force officer		14-11-26 06:35:00	15-09-16 02:04:00		10002	1	0		0.463773705																										
2000362	3	7002	1	default.png	Pay off all debt		14-12-16 14:01:00	15-09-16 01:38:00		10002	1	0		0.792441691																										
8000164	9	7002	1	default.png	Figure out what you believe in and live it completely.		14-01-22 21:56:00	15-09-16 01:13:00		10002	1	0		0.243875111																										
2002446	3	7002	1	chess-2.jpg	Write an eBook guide		14-04-06 18:34:00	15-09-15 23:48:00		10002	1	0		0.139924802																										
2002111	3	7002	1	chess.jpg	Draft and Get Notarized a Living Will		14-04-24 12:53:00	15-09-15 21:53:00		10002	1	0		0.682474945																										
2002352	3	7002	1	chess-1.jpg	Compete in a Surf Competition		14-05-01 15:16:00	15-09-15 21:33:00		10002	1	0		0.987119967																										
1944	2	7002	1	default.png	felting 		14-09-14 01:01:00	15-09-15 20:48:00		10002	1	0		0.704602957																										
74	2	7002	1	default.png	chief executive or managing director		14-11-12 13:30:00	15-09-15 19:37:00		10002	1	0		0.775179859																										
124	2	7002	1	default.png	make up artist		14-08-02 21:38:00	15-09-15 19:02:00		10002	1	0		0.309342403																										
296	2	7002	1	default.png	rank activities in order of		14-07-14 07:22:00	15-09-15 18:25:00		10002	1	0		0.710527825																										
2000535	3	7002	1	default.png	Swim in the Blue Grotto in Italy		14-07-19 04:41:00	15-09-15 14:25:00		10002	1	0		0.619597138																										
1613	2	7002	1	default.png	sewing		14-08-23 20:27:00	15-09-15 12:00:00		10002	1	0		0.542159243																										
3000733	4	7002	1	default.png	Pinball machines/ arcade games		14-07-31 15:22:00	15-09-15 10:45:00		10002	1	0		0.060184631																										
1213	2	7002	1	default.png	drafting reports		14-09-15 03:03:00	15-09-15 10:26:00		10002	1	0		0.116706495																										
3000673	4	7002	1	default.png	Whittling		14-06-08 21:15:00	15-09-15 08:20:00		10002	1	0		0.93266618																										
874	2	7002	1	default.png	dental hygienist		14-02-10 04:18:00	15-09-15 06:26:00		10002	1	0		0.735443496																										
850	2	7002	1	default.png	production or plant engineer		14-11-24 10:58:00	15-09-15 05:52:00		10002	1	0		0.99074048																										
2002681	3	7002	1	chess.jpg	Make a Significant Change in Someones Life		14-09-04 00:13:00	15-09-15 05:34:00		10002	1	0		0.946535913																										
2001233	3	7002	1	default.png	Go to Most of Your Classes.		14-04-12 17:15:00	15-09-15 05:03:00		10002	1	0		0.536111957																										
2001518	3	7002	1	chess-1.jpg	Build a Huge Lego Model		14-04-16 01:04:00	15-09-15 04:44:00		10002	1	0		0.693452705																										
2001654	3	7002	1	chess-2.jpg	One year of socializing		14-02-06 23:02:00	15-09-15 04:23:00		10002	1	0		0.8239523																										
2000185	3	7002	1	default.png	Vacation with my wife annually on our anniversary for the rest of our lives		14-12-27 13:29:00	15-09-15 03:19:00		10002	1	0		0.90601247																										
2000097	3	7002	1	default.png	Dive to a Shipwreck		14-08-22 19:20:00	15-09-15 01:45:00		10002	1	0		0.782411677																										
3000195	4	7002	1	chess-2.jpg	Jukskei		14-12-14 07:15:00	15-09-15 01:01:00		10002	1	0		0.534242341																										
56	2	7002	1	default.png	microsoft publisher		14-07-07 06:00:00	15-09-14 23:50:00		10002	1	0		0.613403234																										
3000267	4	7002	1	default.png	Running		14-11-12 07:36:00	15-09-14 23:21:00		10002	1	0		0.602983295																										
2031	2	7002	1	default.png	other kinds of auto repairs		14-05-02 21:30:00	15-09-14 18:53:00		10002	1	0		0.950130452																										
946	2	7002	1	default.png	critical thinking		14-02-01 02:15:00	15-09-14 16:50:00		10002	1	0		0.349367864																										
2000375	3	7002	1	default.png	Create My Own Cocktail		14-12-21 21:50:00	15-09-14 15:55:00		10002	1	0		0.7327414																										
2002072	3	7002	1	chess.jpg	Eat Cajun Food in New Orleans		14-05-02 18:58:00	15-09-14 15:35:00		10002	1	0		0.538981593																										
2002457	3	7002	1	chess-1.jpg	Send a Message in a Bottle		14-07-03 16:52:00	15-09-14 14:05:00		10002	1	0		0.493930477																										
100015007	2	7001	1	default.png	Diplomacy		14-02-17 21:13:07	15-09-14 12:02:01	3	10002	1	0		0.479224207																										
3000670	4	7002	1	default.png	Jumping rope		14-04-10 19:17:00	15-09-14 10:31:00		10002	1	0		0.813513133																										
3000006	4	7002	1	chess-2.jpg	Artwork		14-02-11 14:00:00	15-09-14 10:08:00		10002	1	0		0.180913618																										
652	2	7002	1	default.png	learn whom to ask for help		14-03-17 01:23:00	15-09-14 07:54:00		10002	1	0		0.479599827																										
2001704	3	7002	1	chess-1.jpg	"Walk Through the Wisteria Tunnel At Kawachi Fuji Gardens, in Kitakyushu in Japan"		14-04-02 07:19:00	15-09-14 05:39:00		10002	1	0		0.796099667																										
3000121	4	7002	1	chess.jpg	Skate boarding		14-05-17 22:29:00	15-09-14 05:34:00		10002	1	0		0.521639293																										
3000763	4	7002	1	default.png	Gaming		14-09-20 12:54:00	15-09-14 05:15:00		10002	1	0		0.584590149																										
2000606	3	7002	1	default.png	Get High in Amsterdam		14-05-27 11:06:00	15-09-14 04:03:00		10002	1	0		0.673734021																										
8000018	9	7002	1	default.png	Look inside your soul and find your tools.		14-12-22 01:17:00	15-09-14 03:13:00		10002	1	0		0.243875111																										
3000956	4	7002	1	default.png	Learn to cut your hair		14-08-18 15:07:00	15-09-14 02:17:00		10002	1	0		0.861399644																										
2001660	3	7002	1	chess-2.jpg	Climb a Light House		14-12-10 08:46:00	15-09-14 02:15:00		10002	1	0		0.982668526																										
2002552	3	7002	1	chess.jpg	Learning and Education Bucket List Ideas		14-05-21 04:47:00	15-09-13 21:41:00		10002	1	0		0.490546239																										
2001124	3	7002	1	default.png	Collect 50 Shotglasses		14-01-24 05:25:00	15-09-13 20:21:00		10002	1	0		0.348904762																										
3000102	4	7002	1	chess-2.jpg	Computer activities		14-05-31 06:20:00	15-09-13 19:58:00		10002	1	0		0.207643188																										
702	2	7002	1	default.png	classify data		14-05-06 11:09:00	15-09-13 17:20:00		10002	1	0		0.775956773																										
2001656	3	7002	1	chess-1.jpg	Become an angel investor.		14-08-22 04:34:00	15-09-13 16:50:00		10002	1	0		0.790463327																										
1539	2	7002	1	default.png	life scientist		14-05-11 00:07:00	15-09-13 15:48:00		10002	1	0		0.820364417																										
854	2	7002	1	default.png	training skills		14-03-14 17:06:00	15-09-13 14:29:00		10002	1	0		0.441754339																										
3000199	4	7002	1	chess.jpg	Dowsing		14-08-17 06:48:00	15-09-13 13:53:00		10002	1	0		0.298823747																										
2001197	3	7002	1	default.png	Go to Canada		14-06-18 11:58:00	15-09-13 13:18:00		10002	1	0		0.185760823																										
2000278	3	7002	1	default.png	Balloon Over Cappadocia s Fairy Chimneys in Turkey		14-04-25 07:20:00	15-09-13 11:13:00		10002	1	0		0.459000364																										
2002854	3	7002	1	chess-2.jpg	Finish a 2nd Master's Degree		14-08-20 05:25:00	15-09-13 10:30:00		10002	1	0		0.159479003																										
2002650	3	7002	1	chess-2.jpg	Burning Man in Usa		14-01-25 13:52:00	15-09-13 08:12:00		10002	1	0		0.2378976																										
3000145	4	7002	1	chess.jpg	Make business cards		14-05-23 04:30:00	15-09-13 07:28:00		10002	1	0		0.842629883																										
1647	2	7002	1	default.png	environmental research scientist		14-04-26 17:43:00	15-09-13 06:37:00		10002	1	0		0.504448894																										
3000851	4	7002	1	default.png	Tombstone rubbing		14-06-09 04:43:00	15-09-13 03:58:00		10002	1	0		0.461701125																										
3000492	4	7002	1	default.png	Ebay flipping		14-08-12 05:39:00	15-09-13 03:41:00		10002	1	0		0.111858551																										
8000079	9	7002	1	default.png	Beat to your own drum.		14-06-23 14:55:00	15-09-12 18:59:00		10002	1	0		0.243875111																										
2001146	3	7002	1	default.png	Wear a Sumo Wrestling Suit		14-03-07 03:24:00	15-09-12 18:44:00		10002	1	0		0.530201336																										
15018	2	7002	1	default.png	Crisis Management		14-02-17 21:13:18	15-09-12 18:41:28	3	10002	1	0		0.479224207																										
878	2	7002	1	default.png	multi-tasking		14-09-09 22:15:00	15-09-12 14:38:00		10002	1	0		0.420364175																										
2001636	3	7002	1	chess-2.jpg	Become an Entrepreneur		14-03-14 08:10:00	15-09-12 14:15:00		10002	1	0		0.021329295																										
390	2	7002	1	default.png	nurse educator		14-03-21 20:52:00	15-09-12 13:01:00		10002	1	0		0.639651867																										
2002560	3	7002	1	chess-2.jpg	Learn a Magic Trick		14-08-30 17:31:00	15-09-12 12:46:00		10002	1	0		0.558215207																										
1135	2	7002	1	default.png	cinema or theatre manager		14-05-09 22:31:00	15-09-12 11:38:00		10002	1	0		0.079549142																										
2001467	3	7002	1	chess-1.jpg	Go to Bhutan		14-06-04 07:56:00	15-09-12 09:35:00		10002	1	0		0.204279609																										
2001622	3	7002	1	chess.jpg	Confess My Feelings		14-11-20 18:23:00	15-09-12 07:40:00		10002	1	0		0.932288963																										
1610	2	7002	1	default.png	creativity		14-01-02 16:18:00	15-09-12 03:22:00		10002	1	0		0.679036587																										
2002980	3	7002	1	chess-2.jpg	Eat French Macaroons		14-12-06 22:43:00	15-09-12 00:27:00		10002	1	0		0.380578152																										
2002881	3	7002	1	chess-2.jpg	Do Reverse Bungee		14-03-24 20:01:00	15-09-11 21:50:00		10002	1	0		0.161762195																										
2000238	3	7002	1	default.png	Build Something		14-04-14 12:46:00	15-09-11 21:40:00		10002	1	0		0.918181868																										
2002876	3	7002	1	chess.jpg	Become More Outgoing		14-05-01 16:20:00	15-09-11 21:39:00		10002	1	0		0.94419262																										
1224	2	7002	1	default.png	liaison officer		14-08-07 12:01:00	15-09-11 19:49:00		10002	1	0		0.826452672																										
2001466	3	7002	1	chess.jpg	Cross the Brooklyn Bridge		14-03-11 00:06:00	15-09-11 19:36:00		10002	1	0		0.880329632																										
2002016	3	7002	1	chess-1.jpg	Drive a Formula 1 Car		14-07-13 03:04:00	15-09-11 18:55:00		10002	1	0		0.951216023																										
2001305	3	7002	1	default.png	Watch 25 professionally produced documentaries		14-08-14 02:49:00	15-09-11 16:40:00		10002	1	0		0.744777035																										
2001653	3	7002	1	chess-1.jpg	Go to an English Pub		14-12-12 16:27:00	15-09-11 16:35:00		10002	1	0		0.533481006																										
2001576	3	7002	1	chess-2.jpg	Be a Vintage Model for a Day		14-01-07 19:59:00	15-09-11 13:58:00		10002	1	0		0.981256099																										
1102	2	7002	1	default.png	judgment		14-01-12 21:31:00	15-09-11 13:25:00		10002	1	0		0.476791345																										
1959	2	7002	1	default.png	petroleum engineer		14-08-15 17:09:00	15-09-11 12:59:00		10002	1	0		0.00867706																										
10	2	7002	1	default.png	pressure welder		14-06-14 07:25:00	15-09-11 12:39:00		10002	1	0		0.172209281																										
3000844	4	7002	1	default.png	Rock climbing		14-07-28 04:49:00	15-09-11 12:29:00		10002	1	0		0.391163306																										
1019	2	7002	1	default.png	target shooting		14-02-19 11:13:00	15-09-11 11:53:00		10002	1	0		0.15946747																										
160	2	7002	1	default.png	pay attention to details		14-06-29 03:51:00	15-09-11 09:55:00		10002	1	0		0.005391715																										
2002748	3	7002	1	chess-1.jpg	Learn a Line Dance		14-08-09 17:43:00	15-09-11 08:09:00		10002	1	0		0.024733115																										
2002009	3	7002	1	chess.jpg	Create a Bumper Sticker		14-01-24 12:49:00	15-09-11 05:59:00		10002	1	0		0.62291701																										
3000138	4	7002	1	chess-2.jpg	Playing guitar		14-04-24 08:45:00	15-09-11 05:40:00		10002	1	0		0.01864181																										
3000659	4	7002	1	default.png	Growing peppers		14-03-11 19:56:00	15-09-11 03:59:00		10002	1	0		0.896675269																										
3000674	4	7002	1	default.png	Pet adoption		14-06-18 04:51:00	15-09-11 03:37:00		10002	1	0		0.964278778																										
659	2	7002	1	default.png	give driving directions		14-10-06 23:09:00	15-09-11 01:45:00		10002	1	0		0.661622147																										
2002818	3	7002	1	chess-2.jpg	Be an Organ Donor		14-10-26 08:23:00	15-09-11 01:04:00		10002	1	0		0.128806078																										
1691	2	7002	1	default.png	strong-minded		14-08-23 10:31:00	15-09-10 22:20:00		10002	1	0		0.610008844																										
1204	2	7002	1	default.png	"organizing a closet, cupboard, shed, attic or garage"		14-10-15 10:27:00	15-09-10 20:29:00		10002	1	0		0.153969165																										
800	2	7002	1	default.png	rational		14-07-20 10:33:00	15-09-10 19:48:00		10002	1	0		0.377921705																										
2002011	3	7002	1	chess-2.jpg	Appreciating Beauty	"Appreciating fine design; learning and appreciating the arts; being creative (e.g., artistically, scientifically, intellectually); experiencing natural beauty"	14-04-29 08:50:00	15-09-10 18:31:00		10002	1	0		0.213859278																										
2001014	3	7002	1	default.png	Hike Mount Doom		14-04-30 16:48:00	15-09-10 17:47:00		10002	1	0		0.165800212																										
3000538	4	7002	1	default.png	Bonsai sculpture		14-10-31 09:46:00	15-09-10 16:56:00		10002	1	0		0.244646509																										
227	2	7002	1	default.png	expressive		14-05-17 09:48:00	15-09-10 11:56:00		10002	1	0		0.300782365																										
2002173	3	7002	1	chess-2.jpg	Indoor Skydive		14-07-25 09:28:00	15-09-10 11:55:00		10002	1	0		0.581208049																										
3000232	4	7002	1	default.png	Paragliding		14-12-18 03:01:00	15-09-10 11:47:00		10002	1	0		0.032723287																										
2001191	3	7002	1	default.png	"Watch the Sun Set, Write All Night, Then Watch the Sun Rise"		14-07-18 06:19:00	15-09-10 04:56:00		10002	1	0		0.462168643																										
8000144	9	7002	1	default.png	It is important to take care of your mind		14-11-09 19:27:00	15-09-10 04:42:00		10002	1	0		0.243875111																										
613	2	7002	1	default.png	steady		14-02-24 00:12:00	15-09-10 04:37:00		10002	1	0		0.343164983																										
165	2	7002	1	default.png	debate		14-03-21 11:48:00	15-09-10 04:23:00		10002	1	0		0.794207489																										
2000752	3	7002	1	default.png	Soak in Pamukkale Hot Springs in Turkey		14-04-15 22:39:00	15-09-10 03:07:00		10002	1	0		0.576427039																										
2000607	3	7002	1	default.png	See Big Ben		14-04-02 05:12:00	15-09-10 01:45:00		10002	1	0		0.928290758																										
1208	2	7002	1	default.png	bus spotting		14-12-25 21:59:00	15-09-10 01:28:00		10002	1	0		0.036487517																										
2002325	3	7002	1	chess-1.jpg	Watch the Sunset in Santorini in Greece		14-05-13 18:54:00	15-09-10 00:06:00		10002	1	0		0.315708451																										
2002027	3	7002	1	chess.jpg	Go to Dollywood		14-04-06 12:31:00	15-09-09 22:03:00		10002	1	0		0.980971694																										
2000866	3	7002	1	default.png	Cook Dinner for Someone		14-03-11 19:48:00	15-09-09 21:07:00		10002	1	0		0.417711568																										
3000881	4	7002	1	default.png	Lapidary		14-07-21 06:44:00	15-09-09 18:47:00		10002	1	0		0.135104092																										
2000751	3	7002	1	default.png	Perform a Magic Trick		14-03-04 09:41:00	15-09-09 18:40:00		10002	1	0		0.773667985																										
2001548	3	7002	1	chess-1.jpg	Have lunch with a successful philanthropreneur		14-12-22 22:42:00	15-09-09 16:36:00		10002	1	0		0.349228022																										
2002950	3	7002	1	chess-2.jpg	Relax in a Natural Hot Spring		14-02-21 15:56:00	15-09-09 16:22:00		10002	1	0		0.679998648																										
2000604	3	7002	1	default.png	"Eat Breakfast, Lunch, and Dinner At D2"		14-10-21 22:33:00	15-09-09 15:12:00		10002	1	0		0.991522706																										
3001003	4	7002	1	default.png	Online dating		14-04-18 22:03:00	15-09-09 14:27:00		10002	1	0		0.736943708																										
3000087	4	7002	1	chess-2.jpg	Amateur radio		14-09-15 10:41:00	15-09-09 09:54:00		10002	1	0		0.758446154																										
2002708	3	7002	1	chess.jpg	Finish High School on Time		14-07-05 04:45:00	15-09-09 09:49:00		10002	1	0		0.691959456																										
1495	2	7002	1	default.png	pole dancing		14-11-19 05:20:00	15-09-09 07:42:00		10002	1	0		0.308355743																										
2000269	3	7002	1	default.png	Participate in the Rickshaw Run in in dia		14-08-05 06:23:00	15-09-09 05:07:00		10002	1	0		0.289662586																										
16101	2	7002	1	default.png	Manage money		14-09-10 05:41:00	15-09-09 03:31:00		10002	1	0		0.966840118																										
100016101	2	7001	1	default.png	Manage money		14-09-10 05:41:00	15-09-09 03:31:00		10002	1	0		0.966840118																										
2001387	3	7002	1	default.png	Learn to Fluently Speak 3 Additional Languages		14-04-17 09:51:00	15-09-09 03:10:00		10002	1	0		0.338079774																										
2001330	3	7002	1	default.png	Try Brow Threading		14-11-21 03:55:00	15-09-09 01:13:00		10002	1	0		0.95183752																										
866	2	7002	1	default.png	sociable		14-04-09 03:11:00	15-09-08 21:22:00		10002	1	0		0.471894908																										
782	2	7002	1	default.png	hardware technician		14-11-23 22:00:00	15-09-08 20:35:00		10002	1	0		0.737044057																										
1020	2	7002	1	default.png	radiation oncologist		14-04-09 19:31:00	15-09-08 18:59:00		10002	1	0		0.421283106																										
2000229	3	7002	1	default.png	Conquer in somnia		14-09-13 22:52:00	15-09-08 18:28:00		10002	1	0		0.440463098																										
341	2	7002	1	default.png	microbiologist		14-10-08 14:54:00	15-09-08 18:26:00		10002	1	0		0.707299279																										
446	2	7002	1	default.png	maintenance planner		14-01-09 16:14:00	15-09-08 17:14:00		10002	1	0		0.919222604																										
2001703	3	7002	1	chess.jpg	Complete Step Three of My in vestment Portfolio		14-04-16 11:35:00	15-09-08 13:18:00		10002	1	0		0.974531793																										
2000610	3	7002	1	default.png	Make Wine		14-09-19 11:21:00	15-09-08 11:53:00		10002	1	0		0.921532912																										
8000181	9	7002	1	default.png	Live in this moment.		14-01-03 06:02:00	15-09-08 10:57:00		10002	1	0		0.243875111																										
2002984	3	7002	1	chess.jpg	Vacation in Las Vegas for one month		14-01-21 14:41:00	15-09-08 10:56:00		10002	1	0		0.459734132																										
4000009	5	7002	1	default.png	"To think only of the best, to work only for the best and expect only the best."		14-04-24 02:08:00	15-09-08 10:38:00		10002	1	0		0.449223336																										
791	2	7002	1	default.png	shipwright		14-03-10 09:40:00	15-09-08 07:04:00		10002	1	0		0.242538364																										
1695	2	7002	1	default.png	recognizing problems		14-03-07 08:56:00	15-09-08 06:15:00		10002	1	0		0.873769191																										
3000444	4	7002	1	default.png	Making kites		14-05-15 04:21:00	15-09-08 06:15:00		10002	1	0		0.120404465																										
3000377	4	7002	1	default.png	Relaxing		14-01-03 00:10:00	15-09-08 06:05:00		10002	1	0		0.052533016																										
3000947	4	7002	1	default.png	Horse racing		14-01-02 06:45:00	15-09-08 03:49:00		10002	1	0		0.231653301																										
1409	2	7002	1	default.png	flirt without looking ridiculous		14-12-29 05:50:00	15-09-08 01:57:00		10002	1	0		0.550448665																										
1430	2	7002	1	default.png	comfort a crying woman		14-06-24 07:10:00	15-09-08 01:05:00		10002	1	0		0.241135132																										
2002301	3	7002	1	chess-1.jpg	Go Through My Remaining Belongings in the Spare Bedroom At My Parents House		14-02-21 11:47:00	15-09-07 23:33:00		10002	1	0		0.722113144																										
1274	2	7002	1	default.png	dependable		14-01-19 20:03:00	15-09-07 20:17:00		10002	1	0		0.988715811																										
1266	2	7002	1	default.png	graphic pre-press trades worker 		14-03-08 03:35:00	15-09-07 17:21:00		10002	1	0		0.189135313																										
696	2	7002	1	default.png	technical work		14-12-10 01:09:00	15-09-07 15:00:00		10002	1	0		0.31486187																										
1086	2	7002	1	default.png	plan activities and put them into action		14-06-03 05:31:00	15-09-07 13:26:00		10002	1	0		0.57872906																										
3000303	4	7002	1	default.png	Watching sporting events		14-01-17 12:48:00	15-09-07 09:05:00		10002	1	0		0.410609557																										
2002573	3	7002	1	chess.jpg	Find a Mentor Or Be a Mentor		14-08-02 15:48:00	15-09-07 08:46:00		10002	1	0		0.493798316																										
2000112	3	7002	1	default.png	Dismember a Chicken		14-09-30 10:50:00	15-09-07 08:45:00		10002	1	0		0.967691262																										
