id	parent_activity_id	creator_id	title	description	created_at	updated_at	importance	status	rand
7015	7000	2	zebra	la cebra	14-10-01 08:07:1685	16-01-25 18:21:1685	1	0	0.081514674
7016	7000	2	frog	la rana	14-10-01 08:07:2036	16-01-25 18:21:2036	1	0	0.474477848
7017	7000	2	dove	la paloma	14-10-01 08:07:1982	16-01-25 18:21:1982	1	0	0.339363419
7018	7000	2	tadpole	el renacuajo	14-10-01 08:07:2072	16-01-25 18:21:2072	1	0	0.37720757
7019	7000	2	crocodile	el cocodrilo	14-10-01 08:07:1703	16-01-25 18:21:1703	1	0	0.908618244
7020	7000	2	donkey	el burro	14-10-01 08:07:1631	16-01-25 18:21:1631	1	0	0.805518243
7021	7000	2	llama	la llama	14-10-01 08:07:1910	16-01-25 18:21:1910	1	0	0.933037475
7022	7000	2	turtle	la tortuga	14-10-01 08:07:2126	16-01-25 18:21:2126	1	0	0.391785108
7023	7000	2	hippopotamus	el hipopótamo	14-10-01 08:07:1847	16-01-25 18:21:1847	1	0	0.955278288
7024	7000	2	dragonfly	la libélula	14-10-01 08:07:1901	16-01-25 18:21:1901	1	0	0.397966157
7025	7000	2	mosquito	el zancudo	14-10-01 08:07:2189	16-01-25 18:21:2189	1	0	0.294563101
7026	7000	2	armadillo	el armadillo	14-10-01 08:07:1604	16-01-25 18:21:1604	1	0	0.753161529
7027	7000	2	woodpecker	el pájaro carpintero	14-10-01 08:07:1973	16-01-25 18:21:1973	1	0	0.939630062
7028	7000	2	horse	el caballo	14-10-01 08:07:1640	16-01-25 18:21:1640	1	0	0.605855397
7029	7000	2	seagull	la gaviota	14-10-01 08:07:1802	16-01-25 18:21:1802	1	0	0.899880802
7030	7000	2	bison	el bisonte	14-10-01 08:07:1613	16-01-25 18:21:1613	1	0	0.273074792
7031	7000	2	lion	el león	14-10-01 08:07:1892	16-01-25 18:21:1892	1	0	0.399633667
7032	7000	2	sheep	la oveja	14-10-01 08:07:2027	16-01-25 18:21:2027	1	0	0.826001006
7033	7000	2	trunk	la trompa	14-10-01 08:07:2135	16-01-25 18:21:2135	1	0	0.289072188
7034	7000	2	swan	el cisne	14-10-01 08:07:1739	16-01-25 18:21:1739	1	0	0.21287306
7035	7000	2	cow	la vaca	14-10-01 08:07:2153	16-01-25 18:21:2153	1	0	0.96031235
7036	7000	2	cockroach	la cucaracha	14-10-01 08:07:1748	16-01-25 18:21:1748	1	0	0.316960673
7037	7000	2	snake	la víbora	14-10-01 08:07:2171	16-01-25 18:21:2171	1	0	0.781118629
7038	7000	2	ant	la hormiga	14-10-01 08:07:1856	16-01-25 18:21:1856	1	0	0.504522482
7039	7000	2	rabbit	el conejo	14-10-01 08:07:1730	16-01-25 18:21:1730	1	0	0.916291586
7040	7000	2	owl	"el búho, la lechuza"	14-10-01 08:07:1622	16-01-25 18:21:1622	1	0	0.161967456
7041	7000	2	elephant	el elefante	14-10-01 08:07:1775	16-01-25 18:21:1775	1	0	0.898508161
7042	7000	2	robin	el petirrojo	14-10-01 08:07:2000	16-01-25 18:21:2000	1	0	0.068769375
7043	7000	2	tiger	el tigre	14-10-01 08:07:2117	16-01-25 18:21:2117	1	0	0.097409557
7044	7000	2	crow	el cuervo	14-10-01 08:07:1766	16-01-25 18:21:1766	1	0	0.301866599
7045	7000	2	salmon	el salmón	14-10-01 08:07:2090	16-01-25 18:21:2090	1	0	0.093772681
7046	7000	2	mouse	el ratón	14-10-01 08:07:2054	16-01-25 18:21:2054	1	0	0.081549815
7047	7000	2	eagle	el águila	14-10-01 08:07:1559	16-01-25 18:21:1559	1	0	0.082342497
7048	7000	2	alligator	el caimán	14-10-01 08:07:1658	16-01-25 18:21:1658	1	0	0.007415947
7049	7000	2	giraffe	la jirafa	14-10-01 08:07:1874	16-01-25 18:21:1874	1	0	0.370258623
7050	7000	2	cricket	el grillo	14-10-01 08:07:1820	16-01-25 18:21:1820	1	0	0.270780459
7051	7000	2	bear	el oso	14-10-01 08:07:2018	16-01-25 18:21:2018	1	0	0.015000747
7052	7000	2	eel	la anguila	14-10-01 08:07:1568	16-01-25 18:21:1568	1	0	0.043081199
7053	7000	2	dog	el perro	14-10-01 08:07:1991	16-01-25 18:21:1991	1	0	0.903409543
7054	7000	2	shark	el tiburón	14-10-01 08:07:2108	16-01-25 18:21:2108	1	0	0.733363585
7055	7000	2	moose	el alce	14-10-01 08:07:1550	16-01-25 18:21:1550	1	0	0.256506004
7056	7000	2	chameleon	el camaleón	14-10-01 08:07:1667	16-01-25 18:21:1667	1	0	0.650277062
7057	7000	2	hummingbird	el colibrí	14-10-01 08:07:1712	16-01-25 18:21:1712	1	0	0.278501237
7058	7000	2	caterpillar	el gusano de seda	14-10-01 08:07:1829	16-01-25 18:21:1829	1	0	0.423064961
7059	7000	2	swordfish	el pez espada	14-10-01 08:07:2009	16-01-25 18:21:2009	1	0	0.289843932
7060	7000	2	scorpion	el alacrán	14-10-01 08:07:1541	16-01-25 18:21:1541	1	0	0.245885057
7061	7000	2	grasshopper	el saltamontes	14-10-01 08:07:2099	16-01-25 18:21:2099	1	0	0.561700079
7062	7000	2	chipmunk	la ardillita	14-10-01 08:07:1595	16-01-25 18:21:1595	1	0	0.436127939
7063	7000	2	spider	la araña	14-10-01 08:07:1577	16-01-25 18:21:1577	1	0	0.325678059
7064	7000	2	cat	el gato	14-10-01 08:07:1793	16-01-25 18:21:1793	1	0	0.766875186
7065	7000	2	mosquito	el mosquito	14-10-01 08:07:1964	16-01-25 18:21:1964	1	0	0.70687516
7066	7000	2	goat	la cabra	14-10-01 08:07:1649	16-01-25 18:21:1649	1	0	0.071933491
7067	7000	2	iguana	la iguana	14-10-01 08:07:1865	16-01-25 18:21:1865	1	0	0.367825743
7068	7000	2	antler	el cuerno	14-10-01 08:07:1757	16-01-25 18:21:1757	1	0	0.186021922
7069	7000	2	hog	el cerdo	14-10-01 08:07:1694	16-01-25 18:21:1694	1	0	0.264250357
7070	7000	2	hawk	el halcón	14-10-01 08:07:1838	16-01-25 18:21:1838	1	0	0.150187242
7071	7000	2	butterfly	la mariposa	14-10-01 08:07:1937	16-01-25 18:21:1937	1	0	0.770305981
7072	7000	2	mantis	la mantis	14-10-01 08:07:1928	16-01-25 18:21:1928	1	0	0.998207162
7073	7000	2	stingray	la raya	14-10-01 08:07:2063	16-01-25 18:21:2063	1	0	0.138318
7074	7000	2	trout	la trucha	14-10-01 08:07:2144	16-01-25 18:21:2144	1	0	0.185957048
8000	NULL	2	"Rooms, Buildings and Places"		14-10-01 08:07:5321	16-01-25 18:21:5321	1	0	0.727411721
8002	8000	2	toolbox	la caja de herramientas	14-10-01 08:07:2531	16-01-25 18:21:2531	1	0	0.31229109
8003	8000	2	recliner	el sillón	14-10-01 08:07:2504	16-01-25 18:21:2504	1	0	0.738583021
8004	8000	2	soap	el jabón	14-10-01 08:07:2675	16-01-25 18:21:2675	1	0	0.979452351
8005	8000	2	stroller	el carrito	14-10-01 08:07:2225	16-01-25 18:21:2225	1	0	0.662994198
8006	8000	2	vacuum	la aspiradora	14-10-01 08:07:2333	16-01-25 18:21:2333	1	0	0.98778774
8008	8000	2	dustpan	el recogedor	14-10-01 08:07:2729	16-01-25 18:21:2729	1	0	0.944166504
8009	8000	2	file	la lima	14-10-01 08:07:2576	16-01-25 18:21:2576	1	0	0.098948989
8010	8000	2	the furniture	los muebles	14-10-01 08:07:2810	16-01-25 18:21:2810	1	0	0.513976488
8011	8000	2	shower	la ducha	14-10-01 08:07:2315	16-01-25 18:21:2315	1	0	0.513950568
8012	8000	2	teddy bear	el oso de peluche	14-10-01 08:07:2603	16-01-25 18:21:2603	1	0	0.062843518
8013	8000	2	pacifier	"el chupador, el chupete"	14-10-01 08:07:2234	16-01-25 18:21:2234	1	0	0.597701301
8014	8000	2	curtain rod	el cortinero	14-10-01 08:07:2297	16-01-25 18:21:2297	1	0	0.626136107
8015	8000	2	painting	la pintura	14-10-01 08:07:2477	16-01-25 18:21:2477	1	0	0.783428492
8016	8000	2	the blanket	la cobija	14-10-01 08:07:2414	16-01-25 18:21:2414	1	0	0.491248023
8017	8000	2	pliers	los alicates	14-10-01 08:07:2522	16-01-25 18:21:2522	1	0	0.38400747
8018	8000	2	the alarm clock	el despertador	14-10-01 08:07:2756	16-01-25 18:21:2756	1	0	0.932932689
8019	8000	2	towel	la toalla	14-10-01 08:07:2711	16-01-25 18:21:2711	1	0	0.562029636
8020	8000	2	mobile	el móvil	14-10-01 08:07:2594	16-01-25 18:21:2594	1	0	0.094644448
8023	8000	2	carpenter's saw	el serrucho de carpintero	14-10-01 08:07:2918	16-01-25 18:21:2918	1	0	0.663190264
8024	8000	2	the pillow	la almohada	14-10-01 08:07:2405	16-01-25 18:21:2405	1	0	0.08245175
8025	8000	2	medicine cabinet	el botiquín	14-10-01 08:07:2270	16-01-25 18:21:2270	1	0	0.097102252
8026	8000	2	rasp	la escofina	14-10-01 08:07:2558	16-01-25 18:21:2558	1	0	0.198352967
8027	8000	2	the bed	la cama	14-10-01 08:07:2378	16-01-25 18:21:2378	1	0	0.625673231
8028	8000	2	sponge	la esponja	14-10-01 08:07:2648	16-01-25 18:21:2648	1	0	0.889879858
8029	8000	2	chisel	el formón	14-10-01 08:07:2567	16-01-25 18:21:2567	1	0	0.323107513
8030	8000	2	bib	el babero	14-10-01 08:07:2198	16-01-25 18:21:2198	1	0	0.208016322
8031	8000	2	the water heater	el calentador de agua	14-10-01 08:07:2342	16-01-25 18:21:2342	1	0	0.501469241
8032	8000	2	bottle	el biberón	14-10-01 08:07:2207	16-01-25 18:21:2207	1	0	0.751362707
8033	8000	2	soap dish	la jabonera	14-10-01 08:07:2684	16-01-25 18:21:2684	1	0	0.684241651
8034	8000	2	the pipe	la cañería	14-10-01 08:07:2279	16-01-25 18:21:2279	1	0	0.867211062
8035	8000	2	the chair	la silla	14-10-01 08:07:2846	16-01-25 18:21:2846	1	0	0.706145815
8036	8000	2	cradle	la cuna mecedora	14-10-01 08:07:2585	16-01-25 18:21:2585	1	0	0.763936751
8037	8000	2	mop	la limpiadora	14-10-01 08:07:2369	16-01-25 18:21:2369	1	0	0.978714464
8038	8000	2	broom	la escoba	14-10-01 08:07:2351	16-01-25 18:21:2351	1	0	0.053479416
8039	8000	2	blocks	los bloques	14-10-01 08:07:2216	16-01-25 18:21:2216	1	0	0.730059594
8040	8000	2	the sheets	las sábanas	14-10-01 08:07:2765	16-01-25 18:21:2765	1	0	0.23831715
8041	8000	2	wall	la pared	14-10-01 08:07:2468	16-01-25 18:21:2468	1	0	0.375273708
8042	8000	2	sofa	el sofá	14-10-01 08:07:2495	16-01-25 18:21:2495	1	0	0.344563668
8043	8000	2	drain	el desagüe	14-10-01 08:07:2306	16-01-25 18:21:2306	1	0	0.569778497
8044	8000	2	end table	la mesita	14-10-01 08:07:2450	16-01-25 18:21:2450	1	0	0.69236826
8045	8000	2	the desk	el escritorio	14-10-01 08:07:2855	16-01-25 18:21:2855	1	0	0.212229246
8046	8000	2	the bed	la cama	14-10-01 08:07:2828	16-01-25 18:21:2828	1	0	0.47404204
8047	8000	2	tape measure	la cinta métrica	14-10-01 08:07:2540	16-01-25 18:21:2540	1	0	0.331690583
8048	8000	2	lamp	la lámpara	14-10-01 08:07:2441	16-01-25 18:21:2441	1	0	0.420126367
8049	8000	2	the dresser	la cómoda	14-10-01 08:07:2396	16-01-25 18:21:2396	1	0	0.04028887
8051	8000	2	shampoo	el champú	14-10-01 08:07:2288	16-01-25 18:21:2288	1	0	0.998445904
8052	8000	2	hammer	el martillo	14-10-01 08:07:2909	16-01-25 18:21:2909	1	0	0.97890619
8053	8000	2	rags	los trapos	14-10-01 08:07:2747	16-01-25 18:21:2747	1	0	0.050192501
8054	8000	2	nipple	la tetilla	14-10-01 08:07:2621	16-01-25 18:21:2621	1	0	0.68928935
8055	8000	2	the garbage can	el basurero	14-10-01 08:07:2873	16-01-25 18:21:2873	1	0	0.924512015
8057	8000	2	screwdriver	el destornillador	14-10-01 08:07:2549	16-01-25 18:21:2549	1	0	0.059989785
8058	8000	2	washing machine	la lavadora	14-10-01 08:07:2360	16-01-25 18:21:2360	1	0	0.022261904
8059	8000	2	sink	el lavamanos	14-10-01 08:07:2693	16-01-25 18:21:2693	1	0	0.924021006
8060	8000	2	toilet	el excusado	14-10-01 08:07:2666	16-01-25 18:21:2666	1	0	0.338861953
8061	8000	2	shower cap	el gorro de baño	14-10-01 08:07:2657	16-01-25 18:21:2657	1	0	0.246713063
8062	8000	2	the table	la mesa	14-10-01 08:07:2819	16-01-25 18:21:2819	1	0	0.603537746
8063	8000	2	the bathtub	la tina	14-10-01 08:07:2702	16-01-25 18:21:2702	1	0	0.687011046
8064	8000	2	the closet	el armario	14-10-01 08:07:2774	16-01-25 18:21:2774	1	0	0.902865229
8065	8000	2	diaper	el pañal	14-10-01 08:07:2612	16-01-25 18:21:2612	1	0	0.762872843
8066	8000	2	iron	la plancha	14-10-01 08:07:2720	16-01-25 18:21:2720	1	0	0.718601643
8067	8000	2	bathtub	la bañera	14-10-01 08:07:2261	16-01-25 18:21:2261	1	0	0.307331696
8068	8000	2	hacksaw	la sierra para metales	14-10-01 08:07:2936	16-01-25 18:21:2936	1	0	0.985990983
8069	8000	2	coffee table	la mesita central	14-10-01 08:07:2459	16-01-25 18:21:2459	1	0	0.31551097
8070	8000	2	the piano	el piano	14-10-01 08:07:2864	16-01-25 18:21:2864	1	0	0.153990684
8071	8000	2	the nightstand	la mesita de noche	14-10-01 08:07:2387	16-01-25 18:21:2387	1	0	0.809508162
8072	8000	2	the armchair	el sillón	14-10-01 08:07:2837	16-01-25 18:21:2837	1	0	0.298783552
8073	8000	2	staircase	la escalera	14-10-01 08:07:2423	16-01-25 18:21:2423	1	0	0.166402852
8074	8000	2	mantel	la repisa	14-10-01 08:07:2486	16-01-25 18:21:2486	1	0	0.299658916
8075	8000	2	wrench	"la llave inglesa, la llave"	14-10-01 08:07:2900	16-01-25 18:21:2900	1	0	0.157835197
8076	8000	2	the mirror	el espejo	14-10-01 08:07:2324	16-01-25 18:21:2324	1	0	0.384408513
8077	8000	2	the hanger	el colgador	14-10-01 08:07:2783	16-01-25 18:21:2783	1	0	0.388615152
8078	8000	2	vase	el jarrón	14-10-01 08:07:2432	16-01-25 18:21:2432	1	0	0.497349471
8079	8000	2	"clamp, vise, screw"	el tornillo	14-10-01 08:07:2945	16-01-25 18:21:2945	1	0	0.861021765
8080	8000	2	dryer	la secadora	14-10-01 08:07:2738	16-01-25 18:21:2738	1	0	0.212685043
8082	8000	2	ceiling	el techo	14-10-01 08:07:2801	16-01-25 18:21:2801	1	0	0.779074793
8083	8000	2	crib	la cuna	14-10-01 08:07:2243	16-01-25 18:21:2243	1	0	0.113011067
8084	8000	2	coping saw	la sierra de calar	14-10-01 08:07:2927	16-01-25 18:21:2927	1	0	0.951814252
9000	NULL	2	The Kitchen (La cocina)		14-10-01 08:07:5339	16-01-25 18:21:5339	1	0	0.680973732
9001	9000	2	china	la loza	14-10-01 08:07:3134	16-01-25 18:21:3134	1	0	0.389604128
9002	9000	2	fork	el tenedor	14-10-01 08:07:3233	16-01-25 18:21:3233	1	0	0.572246298
9003	9000	2	glass	el vaso	14-10-01 08:07:3260	16-01-25 18:21:3260	1	0	0.300275992
9004	9000	2	microwave	el horno microondas	14-10-01 08:07:3089	16-01-25 18:21:3089	1	0	0.613969846
9005	9000	2	knife	la cuchara	14-10-01 08:07:3026	16-01-25 18:21:3026	1	0	0.945114783
9006	9000	2	chandelier	el candil	14-10-01 08:07:2990	16-01-25 18:21:2990	1	0	0.040238899
9007	9000	2	lid	la tapa	14-10-01 08:07:3224	16-01-25 18:21:3224	1	0	0.262143134
9008	9000	2	pitcher	la jarra	14-10-01 08:07:3098	16-01-25 18:21:3098	1	0	0.318132355
9009	9000	2	table	la mesa	14-10-01 08:07:3143	16-01-25 18:21:3143	1	0	0.726865069
9010	9000	2	pot	el caldero	14-10-01 08:07:2981	16-01-25 18:21:2981	1	0	0.238612965
9011	9000	2	blender	la licuadora	14-10-01 08:07:3125	16-01-25 18:21:3125	1	0	0.368140155
9012	9000	2	china cabinet	"el chinero, el aparador"	14-10-01 08:07:2999	16-01-25 18:21:2999	1	0	0.865799423
9013	9000	2	napkin	la servilleta	14-10-01 08:07:3215	16-01-25 18:21:3215	1	0	0.504538632
9014	9000	2	oven	el horno	14-10-01 08:07:3080	16-01-25 18:21:3080	1	0	0.680399908
9015	9000	2	steamer	la vaporera	14-10-01 08:07:3251	16-01-25 18:21:3251	1	0	0.481425931
9016	9000	2	frying pan	la sartén	14-10-01 08:07:3206	16-01-25 18:21:3206	1	0	0.094605479
9017	9000	2	stove	la estufa	14-10-01 08:07:3053	16-01-25 18:21:3053	1	0	0.819267538
9018	9000	2	canister	la latería	14-10-01 08:07:3107	16-01-25 18:21:3107	1	0	0.782352419
9019	9000	2	the dish washer	el lavaplatos	14-10-01 08:07:3116	16-01-25 18:21:3116	1	0	0.12025951
9020	9000	2	the toaster	el tostador	14-10-01 08:07:3242	16-01-25 18:21:3242	1	0	0.079030449
9021	9000	2	salt shaker	el salero	14-10-01 08:07:3197	16-01-25 18:21:3197	1	0	0.864632804
9022	9000	2	sink	el fregadero	14-10-01 08:07:3062	16-01-25 18:21:3062	1	0	0.561641471
9023	9000	2	pepper shaker	el pimentero	14-10-01 08:07:3179	16-01-25 18:21:3179	1	0	0.317220523
9024	9000	2	colander	el colador	14-10-01 08:07:3008	16-01-25 18:21:3008	1	0	0.63483742
9025	9000	2	the freezer	el congelador	14-10-01 08:07:3017	16-01-25 18:21:3017	1	0	0.720707244
9026	9000	2	refrigerator	la nevera	14-10-01 08:07:3152	16-01-25 18:21:3152	1	0	0.997660154
9027	9000	2	can opener	el abrelatas	14-10-01 08:07:2954	16-01-25 18:21:2954	1	0	0.24352613
9028	9000	2	scouring pad	"el brillo, el estropajo"	14-10-01 08:07:2963	16-01-25 18:21:2963	1	0	0.387005161
9029	9000	2	casserole dish	la cacerola	14-10-01 08:07:2972	16-01-25 18:21:2972	1	0	0.486894286
9030	9000	2	cabinet	el gabinete	14-10-01 08:07:3071	16-01-25 18:21:3071	1	0	0.76198937
9031	9000	2	saucepan	la olla	14-10-01 08:07:3161	16-01-25 18:21:3161	1	0	0.32496906
9032	9000	2	bottle opener	el destapador	14-10-01 08:07:3035	16-01-25 18:21:3035	1	0	0.191985386
9033	9000	2	plate	el plato	14-10-01 08:07:3170	16-01-25 18:21:3170	1	0	0.228041939
9034	9000	2	dish drainer	el escurridor	14-10-01 08:07:3044	16-01-25 18:21:3044	1	0	0.957674839
9035	9000	2	the fridge	el refrigerador	14-10-01 08:07:3188	16-01-25 18:21:3188	1	0	0.494485602
10000	NULL	2	Restaurant and Stores		14-10-01 08:07:5420	16-01-25 18:21:5420	1	0	0.48266642
10001	10000	2	flower shop	la floristería	14-10-01 08:07:3350	16-01-25 18:21:3350	1	0	0.848007491
10003	10000	2	butcher	la carnicería	14-10-01 08:07:3314	16-01-25 18:21:3314	1	0	0.854024622
10005	10000	2	photo shop	la tienda de fotografía	14-10-01 08:07:3440	16-01-25 18:21:3440	1	0	0.728401052
10006	10000	2	hairdressers	la peluquería	14-10-01 08:07:3422	16-01-25 18:21:3422	1	0	0.438528832
10007	10000	2	the sale	la oferta	14-10-01 08:07:3458	16-01-25 18:21:3458	1	0	0.056729358
10008	10000	2	fish shop	la pescadería	14-10-01 08:07:3431	16-01-25 18:21:3431	1	0	0.445063751
10009	10000	2	table	la mesa	14-10-01 08:07:3377	16-01-25 18:21:3377	1	0	0.464979285
10010	10000	2	menu	el menú	14-10-01 08:07:3287	16-01-25 18:21:3287	1	0	0.371988367
10012	10000	2	stationers	la papelería	14-10-01 08:07:3368	16-01-25 18:21:3368	1	0	0.941438376
10013	10000	2	waitress	"la mesera, la camarera"	14-10-01 08:07:3386	16-01-25 18:21:3386	1	0	0.513378144
10014	10000	2	check	la cuenta	14-10-01 08:07:3269	16-01-25 18:21:3269	1	0	0.204587053
10015	10000	2	gas station	la gasolinera	14-10-01 08:07:3332	16-01-25 18:21:3332	1	0	0.488942123
10016	10000	2	travel agency	la agencia de viajes	14-10-01 08:07:3305	16-01-25 18:21:3305	1	0	0.681597859
10017	10000	2	sweet shop	la confitería	14-10-01 08:07:3323	16-01-25 18:21:3323	1	0	0.227567374
10018	10000	2	department store	los grandes almacenes	14-10-01 08:07:3341	16-01-25 18:21:3341	1	0	0.583902431
10019	10000	2	cook	el cocinero	14-10-01 08:07:3278	16-01-25 18:21:3278	1	0	0.881058566
10020	10000	2	cake shop	la pastelería	14-10-01 08:07:3413	16-01-25 18:21:3413	1	0	0.822248714
10021	10000	2	the bag	el bolso	14-10-01 08:07:3449	16-01-25 18:21:3449	1	0	0.819413572
10022	10000	2	bakery	la panadería	14-10-01 08:07:3359	16-01-25 18:21:3359	1	0	0.670016887
10023	10000	2	the clearance sale	la venta de liquidación	14-10-01 08:07:3467	16-01-25 18:21:3467	1	0	0.770546215
11000	NULL	2	The Beach (La playa)		14-10-01 08:07:5429	16-01-25 18:21:5429	1	0	0.960336923
11001	11000	2	sand	la arena	14-10-01 08:07:3485	16-01-25 18:21:3485	1	0	0.067934523
11002	11000	2	street sign	el letrero	14-10-01 08:07:3710	16-01-25 18:21:3710	1	0	0.35438828
11003	11000	2	tide	la marea	14-10-01 08:07:3638	16-01-25 18:21:3638	1	0	0.966452136
11004	11000	2	swimsuit	el traje de baño	14-10-01 08:07:3674	16-01-25 18:21:3674	1	0	0.734828636
11005	11000	2	the shore	la orilla	14-10-01 08:07:3656	16-01-25 18:21:3656	1	0	0.572283372
11006	11000	2	post office	la oficina de correos	14-10-01 08:07:3719	16-01-25 18:21:3719	1	0	0.675961734
11007	11000	2	lobby	el recibidor	14-10-01 08:07:3746	16-01-25 18:21:3746	1	0	0.287740824
11008	11000	2	crosswalk	la vía peatonal	14-10-01 08:07:3764	16-01-25 18:21:3764	1	0	0.315178897
11009	11000	2	bench	la banca	14-10-01 08:07:3575	16-01-25 18:21:3575	1	0	0.434031987
11010	11000	2	towel	la toalla	14-10-01 08:07:3665	16-01-25 18:21:3665	1	0	0.452713145
11011	11000	2	traffic light	el semáforo	14-10-01 08:07:3755	16-01-25 18:21:3755	1	0	0.360786185
11013	11000	2	apartment building	los apartamentos	14-10-01 08:07:3557	16-01-25 18:21:3557	1	0	0.353051301
11014	11000	2	the sand castle	el castillo de arena	14-10-01 08:07:3503	16-01-25 18:21:3503	1	0	0.832760945
11015	11000	2	sunscreen	la crema bronceadora	14-10-01 08:07:3512	16-01-25 18:21:3512	1	0	0.685505745
11016	11000	2	dune	la duna	14-10-01 08:07:3521	16-01-25 18:21:3521	1	0	0.315743596
11017	11000	2	flippers	las aletas	14-10-01 08:07:3476	16-01-25 18:21:3476	1	0	0.682151731
11018	11000	2	building	el edificio	14-10-01 08:07:3602	16-01-25 18:21:3602	1	0	0.252527143
11019	11000	2	office building	el edificio de oficinas	14-10-01 08:07:3611	16-01-25 18:21:3611	1	0	0.607655895
11020	11000	2	parasol	la sombrilla	14-10-01 08:07:3683	16-01-25 18:21:3683	1	0	0.453452961
11021	11000	2	sea	el mar	14-10-01 08:07:3629	16-01-25 18:21:3629	1	0	0.550925809
11023	11000	2	the sunglasses	los lentes de sol	14-10-01 08:07:3539	16-01-25 18:21:3539	1	0	0.919378554
11025	11000	2	trashcan	el basurero	14-10-01 08:07:3584	16-01-25 18:21:3584	1	0	0.19587036
11026	11000	2	corner	la esquina	14-10-01 08:07:3620	16-01-25 18:21:3620	1	0	0.375536047
11027	11000	2	intersection	el cruce	14-10-01 08:07:3593	16-01-25 18:21:3593	1	0	0.5583119
11028	11000	2	bus stop	el paradero de autobuses	14-10-01 08:07:3728	16-01-25 18:21:3728	1	0	0.395441063
11029	11000	2	elevator	el ascensor	14-10-01 08:07:3566	16-01-25 18:21:3566	1	0	0.143659099
11030	11000	2	seaweed	el alga	14-10-01 08:07:3494	16-01-25 18:21:3494	1	0	0.401286445
11031	11000	2	traffic cop	el policía de tránsito	14-10-01 08:07:3737	16-01-25 18:21:3737	1	0	0.722871363
11032	11000	2	sunglasses	las gafas del sol	14-10-01 08:07:3530	16-01-25 18:21:3530	1	0	0.368392007
11033	11000	2	the wave	la onda	14-10-01 08:07:3647	16-01-25 18:21:3647	1	0	0.489392078
12000	NULL	2	Weather		14-10-01 08:07:5438	16-01-25 18:21:5438	1	0	0.730093933
12001	12000	2	the snow	la nieve	14-10-01 08:07:3809	16-01-25 18:21:3809	1	0	0.214273021
12002	12000	2	the rain	la lluvia	14-10-01 08:07:3800	16-01-25 18:21:3800	1	0	0.637700226
12003	12000	2	the flood	el inundación de agua	14-10-01 08:07:3791	16-01-25 18:21:3791	1	0	0.596791324
12004	12000	2	cold	frío	14-10-01 08:07:3845	16-01-25 18:21:3845	1	0	0.319495878
12005	12000	2	the sun	el sol	14-10-01 08:07:3836	16-01-25 18:21:3836	1	0	0.671062163
12006	12000	2	the hurricane	el huracán	14-10-01 08:07:3782	16-01-25 18:21:3782	1	0	0.226151404
12007	12000	2	hot	calor	14-10-01 08:07:3854	16-01-25 18:21:3854	1	0	0.234027547
12008	12000	2	foggy	nebuloso	14-10-01 08:07:3881	16-01-25 18:21:3881	1	0	0.187768175
12009	12000	2	the tornado	el tornado	14-10-01 08:07:3773	16-01-25 18:21:3773	1	0	0.890241844
12010	12000	2	the fog	la neblina	14-10-01 08:07:3890	16-01-25 18:21:3890	1	0	0.811767785
12011	12000	2	the cloud	la nube	14-10-01 08:07:3926	16-01-25 18:21:3926	1	0	0.432247057
12012	12000	2	it's windy	hace viento	14-10-01 08:07:3908	16-01-25 18:21:3908	1	0	0.143246791
12013	12000	2	the temperature	la temperatura	14-10-01 08:07:3863	16-01-25 18:21:3863	1	0	0.10151344
12014	12000	2	the thermometer	el termómetro	14-10-01 08:07:3872	16-01-25 18:21:3872	1	0	0.913732341
12015	12000	2	cloudy	nublado	14-10-01 08:07:3818	16-01-25 18:21:3818	1	0	0.068632491
12016	12000	2	it's sunny	hace sol	14-10-01 08:07:3827	16-01-25 18:21:3827	1	0	0.390298628
12017	12000	2	the humidity	la humedad	14-10-01 08:07:3917	16-01-25 18:21:3917	1	0	0.7779702
12018	12000	2	windy	ventoso	14-10-01 08:07:3899	16-01-25 18:21:3899	1	0	0.407545108
13000	NULL	2	Sports		14-10-01 08:07:5447	16-01-25 18:21:5447	1	0	0.378342535
13001	13000	2	americano volleyball	voleibol	14-10-01 08:07:3980	16-01-25 18:21:3980	1	0	0.991180686
13002	13000	2	swimming	natación	14-10-01 08:07:4061	16-01-25 18:21:4061	1	0	0.292362202
13003	13000	2	basketball	básquetbol	14-10-01 08:07:3944	16-01-25 18:21:3944	1	0	0.084203669
13004	13000	2	rugby	rugby	14-10-01 08:07:4025	16-01-25 18:21:4025	1	0	0.33583617
13005	13000	2	the team	el equipo	14-10-01 08:07:4079	16-01-25 18:21:4079	1	0	0.583437007
13006	13000	2	golf	golf	14-10-01 08:07:3953	16-01-25 18:21:3953	1	0	0.099328689
13007	13000	2	the game (sporting event)	el partido	14-10-01 08:07:4070	16-01-25 18:21:4070	1	0	0.80723722
13008	13000	2	tennis	tenis	14-10-01 08:07:3935	16-01-25 18:21:3935	1	0	0.338522267
13009	13000	2	badminton	bádminton	14-10-01 08:07:3998	16-01-25 18:21:3998	1	0	0.283601133
13010	13000	2	football	fútbol	14-10-01 08:07:3971	16-01-25 18:21:3971	1	0	0.038143675
13011	13000	2	cricket	críquet	14-10-01 08:07:4043	16-01-25 18:21:4043	1	0	0.921976843
13012	13000	2	hockey	jockey	14-10-01 08:07:4016	16-01-25 18:21:4016	1	0	0.932020462
