 	parent_component_id	type_id	title	description	due	template_type_id	creator_id	component_picture_url	background_color	created_at	updated_at	level_id	privacy_id	order	status
8634	8620	11	Can you code?		NULL	7001	2	default.png		1/31/2017 22:30	1/31/2017 22:30	NULL	10002	1	0
71	NULL	103	Cook a Traditional Dish From a Different Culture		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
72	NULL	103	Color My Hair Blue		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
76	NULL	103	Hike in Gros Morne National Park		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
77	NULL	103	Create a Travel Journal		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
78	NULL	103	Attend a Gay Pride Event		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
79	NULL	103	Learn to play the violin		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
80	NULL	103	Become Ambidextrous		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
81	NULL	103	Build Affordable Green Communities		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
84	NULL	103	Carnival of Rio De Janeiro		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
86	NULL	103	Visit the Wizarding World of Harry Potter		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
87	NULL	103	Dine in the Eiffel Tower		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
88	NULL	103	Learn to play the guitar		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
89	NULL	103	Do a Cleanse		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
91	NULL	103	Renew Our Vows in a Tropical Setting (Dressed in All White)		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
93	NULL	103	Bike on the Beach		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
95	NULL	103	Down Hill Biking		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
100	NULL	103	Cross in to Canada By Boat.		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
101	NULL	103	Hike Mason Dixon Trail		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
102	NULL	103	Ride in a Dune Buggy		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
104	NULL	103	Dance on a Bar		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
105	NULL	103	Be a contestant on Survivor		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
106	NULL	103	Become a World Renowned Artist		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
110	NULL	103	Lose 100 pounds		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
111	NULL	103	Drink At the Guinness Brewery in Ireland		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
112	NULL	103	Eliminate My Higher in terest Student Loan Debt		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
116	NULL	103	Get a Professional Body Massage		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
118	NULL	103	Decide on My Biggest Goal This Year		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
122	NULL	103	Read Five Books At the Same Time As My Wife and Discuss Them With Her		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
125	NULL	103	Drive 200+ Kph on the German Autobahn		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
128	NULL	103	Compete in an Archery Tournament		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
132	NULL	103	Attend a Beach Bonfire		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
135	NULL	103	Complete a Novel		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
138	NULL	103	Hire my first intern		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
139	NULL	103	Ride in a Gondola in Venice in Italy		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
143	NULL	103	Acquire a company		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
146	NULL	103	Celebrate My Birthday in Another Country		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
149	NULL	103	Float in the Dead Sea		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
154	NULL	103	Learn Latin		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
155	NULL	103	Meet Martha Stewart		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
158	NULL	103	Relax in a Sensory Deprivation Tank		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
159	NULL	103	Drink a Glass of Red Wine in Chile		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
160	NULL	103	Create My Own Drink		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	101	0
161	NULL	103	Go Volcano Boarding		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
162	NULL	103	Have a Completely Natural Labor and Childbirth		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
164	NULL	103	Collect a Coin From Every Country I Visit		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
166	NULL	103	Hike a Volcano		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
167	NULL	103	"Tell a totally inoffensive, hilarious joke"		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
168	NULL	103	Vacation W/My Wife Annually on Our Anniversary for the Rest of Our Lives		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
169	NULL	103	Write handwritten letters to 15 people telling them how important they are to me		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
171	NULL	103	Leave an in heritance for My Children & My Children s Children		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
172	NULL	103	Do a Handstand		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
177	NULL	103	Walk the Red Carpet		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
178	NULL	103	Receive a Fan Letter		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
179	NULL	103	Go to the Us Open		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
181	NULL	103	Read a New York Times Best Seller		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
182	NULL	103	Become a Mother		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
183	NULL	103	Send Flowers to Myself		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
185	NULL	103	Have a Food Fight		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
186	NULL	103	Become a photographer		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
187	NULL	103	Learning / Education		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
188	NULL	103	Learn Something That Shakes Your Foundation.		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
190	NULL	103	Make a Rainbow Cake		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
192	NULL	103	Build a Giant Sand Castle		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
194	NULL	103	Attend a Harlem Globetrotters Game		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
196	NULL	103	Ask Someone You Have Only Just Met Out on a Date		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
201	NULL	103	Collect Sand From 5 Countries		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
203	NULL	103	Do the Red Paperclip Challenge		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
205	NULL	103	Change My Name		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
206	NULL	103	Reduce Work Stress		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
208	NULL	103	Build a Bed		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
210	NULL	103	Make Enough Money to Support My Family		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
211	NULL	103	Explorer the Everglades in Florida		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
212	NULL	103	Learn to speak another language		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
215	NULL	103	Completely Give Up Fast Food for a Month		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
218	NULL	103	Go Curling		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
219	NULL	103	Witness an Eclipse		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
221	NULL	103	Hit the Archery Bulls-Eye		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
222	NULL	103	Ride an Elephant in Thailand		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
224	NULL	103	A Cirque Du Soleil Show		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
225	NULL	103	Be Blond for a Day		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
227	NULL	103	Build a Doll House		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
228	NULL	103	Have a Dinner Party		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
230	NULL	103	Go Zorbing		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
231	NULL	103	Take My Kids to the Nba All-Star Weekend Festivities and Attend the Game		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
232	NULL	103	Make a Tie Dye Shirt		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
234	NULL	103	Become Fluent in Italian		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
236	NULL	103	Date My Wife Weekly for the Rest of Our Lives		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	10001	0
243	NULL	103	Become Fluent in Dutch		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
244	NULL	103	Clamming		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
245	NULL	103	Be Recognized As an Authority My Field		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
246	NULL	103	Go Spelunking in the Ape Caves		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
248	NULL	103	Tour the Vatican		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
249	NULL	103	Attend an in ner Awakening Retreat		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
252	NULL	103	Go for Walk in Central Park		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
254	NULL	103	Eat Fondue		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
255	NULL	103	Mardi Gras in New Orleans		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
258	NULL	103	Have a Library With a Rolling Ladder		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
262	NULL	103	Blow Smoke in to a Bubble		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
263	NULL	103	Live debt free		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
267	NULL	103	Grand Central Station in New York		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
269	NULL	103	Have a Penpal for At Least Six Months.		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
270	NULL	103	Go to a Vodka Lounge		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
272	NULL	103	Dive in a Submarine		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
274	NULL	103	Learn a New Word From an Unknown Language Every Day for 30 Days		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
275	NULL	103	Attend a Pig Roast		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
277	NULL	103	Celebrate Bastille Day in France		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
278	NULL	103	Become a Freelance Writer		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
283	NULL	103	Watch the Imdb Top 250 Movies		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
287	NULL	103	Visit the 7 Continents		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
288	NULL	103	Helicopter Ride to the Grand Canyon		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
294	NULL	103	Donate Every Christmas to a Community Group		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
295	NULL	103	Learn to sword fight		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
297	NULL	103	Own a Food Cart		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
299	NULL	103	Calm an Extremely Angry Person		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
300	NULL	103	Pay for a New Car With Cash		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
304	NULL	103	"Earn 1,000,000 Travel Miles"		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
305	NULL	103	Collect Autographs From All My Favorite People		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
308	NULL	103	Parenting Goals		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
309	NULL	103	Drink Moonshine		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
310	NULL	103	Actually Read the Required Texts		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
311	NULL	103	Go for a Specific Award.		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
312	NULL	103	Go Horseback Riding on the Beach		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
313	NULL	103	Make a Gingerbread House		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
314	NULL	103	Go Camping and Watch the Moonlight		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
316	NULL	103	Master a Video Game		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
317	NULL	103	Getting Love Form Others		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
318	NULL	103	Dance an Argentine Tango		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
320	NULL	103	"Create Commercials, Ads, Etc for a Company. "		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
322	NULL	103	Get a Brazilian Wax		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
326	NULL	103	Get a Strike in Bowling		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
328	NULL	103	Attend a Charity Ball		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
329	NULL	103	Being a Good Family Member	"Being a good parent (teaching, transmitting values); being emotionally close to my children; having a stable, secure family life (with my spouse or children, or both); having a good marriage"	0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
335	NULL	103	Eat Fire		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
336	NULL	103	Go to a Spa.		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
339	NULL	103	Take Jaicey to the Us Open in New York		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
341	NULL	103	Being Organized & Efficient		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
343	NULL	103	Eat Bull Testicles		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
346	NULL	103	Dance With Ellen Degeneres		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
349	NULL	103	Attend a Paint Party		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
350	NULL	103	Swim With a School of Fish		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
353	NULL	103	Fulfilling Social Values	"Promoting a world at peace; promoting equality; promoting justice and fairness; being committed to a cause (e.g., environment, anti crime, anti drugs)"	0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
356	NULL	103	Take My Son to a Baseball Game At Principal Park		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
357	NULL	103	Swim With Whale Sharks in Mexico		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
358	NULL	103	Play the Stock Market		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
360	NULL	103	Become a business owner		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
362	NULL	103	Drive Across Canada in a Rv		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
363	NULL	103	Perform infront of a stadium of people		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
365	NULL	103	See the Tessellated Pavement in Tasmania		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
367	NULL	103	Donate in struments for the School Band for Those Who Cannot Afford Them		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
371	NULL	103	Drive a Ferrari		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
372	NULL	103	Ask for a Pay Raise		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
373	NULL	103	Start a Charity		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
377	NULL	103	Jump in to a Pool Fully Clothed		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
380	NULL	103	Go on a Romantic Getaway		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
381	NULL	103	Create an Iphone Application		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
382	NULL	103	Say no		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
384	NULL	103	Go Bamboo Rafting		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
388	NULL	103	Learn to play golf		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
389	NULL	103	Live in the U.S		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
391	NULL	103	See Yosemite National Park in the Winter in California		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
394	NULL	103	Donate My Hair to Locks of Love		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
397	NULL	103	Attend a Concert		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
398	NULL	103	Become a Lifeguard		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
401	NULL	103	Trust your instincts		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
402	NULL	103	Buy homes for and support our parents financially		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
403	NULL	103	Backpack Through Wallowa National Forest		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
404	NULL	103	Become a millionaire		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
405	NULL	103	Bake a Lemon Cake		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
409	NULL	103	Visit the White House in Washington Dc		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
411	NULL	103	Experience Freefall		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
413	NULL	103	Stand Under the Hollywood Sign in California		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
416	NULL	103	Go on a cruise across the Atlantic		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
418	NULL	103	Run an 8 Minute Mile		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
420	NULL	103	Have a Foreign Girlfriend		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
421	NULL	103	Earn My M.B.A. Degree		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
422	NULL	103	"Go to the Day of the Dead, Mexico"		0000-00-00 00:00:00	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
