id	parent_component_id	type_id	title	description	template_type_id	creator_id	component_picture_url	background_color_id	created_at	updated_at	level_id	privacy_id	order	status
1198	NULL	2	"crisis work"		7002	1	default.png	0	"2014-05-25 19:33:00"	"2015-10-28 17:05:00"	0	10002	1	0
1199	NULL	3	"Conquer My Fear of Heights"		7002	1	default.png	0	"2014-02-16 08:31:00"	"2015-10-28 14:41:00"	0	10002	1	0
1200	NULL	2	historian		7002	1	default.png	0	"2014-09-12 06:03:00"	"2015-10-28 14:02:00"	0	10002	1	0
1201	NULL	2	java		7002	1	default.png	0	"2014-03-26 17:32:00"	"2015-10-28 13:59:00"	0	10002	1	0
1202	NULL	2	careful		7002	1	default.png	0	"2014-04-05 19:10:00"	"2015-10-28 12:20:00"	0	10002	1	0
1203	NULL	3	"Plan a Date Night With My Spouse"		7002	1	default.png	0	"2014-07-31 17:06:00"	"2015-10-28 11:48:00"	0	10002	1	0
1204	NULL	4	Skating		7002	1	default.png	0	"2014-10-09 20:35:00"	"2015-10-28 10:31:00"	0	10002	1	0
1205	NULL	2	"videophilia (home theater)"		7002	1	default.png	0	"2014-06-29 22:18:00"	"2015-10-28 08:08:00"	0	10002	1	0
1206	NULL	3	"Attend a Ballet"		7002	1	default.png	0	"2014-09-18 21:25:00"	"2015-10-28 07:10:00"	0	10002	1	0
1207	NULL	2	"enforcing rules"		7002	1	default.png	0	"2014-02-10 18:21:00"	"2015-10-28 06:05:00"	0	10002	1	0
1208	NULL	3	"Hike Through the Crooked Forest"		7002	1	default.png	0	"2014-02-14 20:27:00"	"2015-10-28 03:16:00"	0	10002	1	0
1209	NULL	3	"Improve my cholesterol so that I no longer need medication"		7002	1	default.png	0	"2014-02-13 10:44:00"	"2015-10-28 02:20:00"	0	10002	1	0
1210	NULL	2	"maintaining a high level of production"		7002	1	default.png	0	"2014-02-10 11:33:00"	"2015-10-28 02:16:00"	0	10002	1	0
1211	NULL	3	"Bake Cinnamon Rolls"		7002	1	default.png	0	"2014-07-02 23:34:00"	"2015-10-28 02:15:00"	0	10002	1	0
1212	NULL	3	"Play a Pinball Machine"		7002	1	default.png	0	"2014-04-29 10:28:00"	"2015-10-28 01:22:00"	0	10002	1	0
1213	NULL	3	"Take a Soulcycle Class"		7002	1	default.png	0	"2014-11-14 20:08:00"	"2015-10-28 00:58:00"	0	10002	1	0
1214	NULL	4	"R/c boats"		7002	1	default.png	0	"2014-09-12 00:01:00"	"2015-10-27 23:23:00"	0	10002	1	0
1215	NULL	2	"aircraft maintenance engineer (structures)"		7002	1	default.png	0	"2014-01-06 15:30:00"	"2015-10-27 22:42:00"	0	10002	1	0
1216	NULL	3	"Go in a Submarine"		7002	1	default.png	0	"2014-11-16 08:51:00"	"2015-10-27 21:21:00"	0	10002	1	0
1217	NULL	3	"Get a Spa Pedicure"		7002	1	default.png	0	"2014-03-04 06:08:00"	"2015-10-27 20:35:00"	0	10002	1	0
1218	NULL	2	"over-the-road driving (long distance)"		7002	1	default.png	0	"2014-02-14 21:58:00"	"2015-10-27 18:23:00"	0	10002	1	0
1219	NULL	2	"environmental scientists nec"		7002	1	default.png	0	"2014-07-13 03:51:00"	"2015-10-27 17:54:00"	0	10002	1	0
1220	NULL	3	"Make a Handmade Gift"		7002	1	default.png	0	"2014-11-20 05:46:00"	"2015-10-27 14:36:00"	0	10002	1	0
1221	NULL	2	forceful		7002	1	default.png	0	"2014-11-13 08:51:00"	"2015-10-27 13:44:00"	0	10002	1	0
1222	NULL	3	"Donate Toys At the Holidays"		7002	1	default.png	0	"2014-05-03 01:36:00"	"2015-10-27 12:15:00"	0	10002	1	0
1223	NULL	4	"Wire jewelry making"		7002	1	default.png	0	"2014-08-06 04:22:00"	"2015-10-27 03:09:00"	0	10002	1	0
1224	NULL	2	"wine maker"		7002	1	default.png	0	"2014-06-14 18:37:00"	"2015-10-27 03:05:00"	0	10002	1	0
1225	NULL	2	"evaluate information for relevance and accuracy"		7002	1	default.png	0	"2014-01-30 03:56:00"	"2015-10-27 02:30:00"	0	10002	1	0
1226	NULL	3	"Get in shape"		7002	1	default.png	0	"2014-09-22 16:43:00"	"2015-10-27 01:01:00"	0	10002	1	0
1227	NULL	3	"Do a 180 While Skiing"		7002	1	default.png	0	"2014-05-10 11:53:00"	"2015-10-26 21:46:00"	0	10002	1	0
1228	NULL	3	"Karaoke in Front of a Crowd"		7002	1	default.png	0	"2014-11-16 07:11:00"	"2015-10-26 18:54:00"	0	10002	1	0
1229	NULL	3	"Having Confidence & Autonomy"	"Being confident and assured; being confident in my own judgment; being in full control of ones life; being self-sufficient, independent; setting and following my own guidelines"	7002	1	default.png	0	"2014-12-28 04:48:00"	"2015-10-26 17:28:00"	0	10002	1	0
1230	NULL	3	"Meet a World Leader "		7002	1	default.png	0	"2014-09-26 00:46:00"	"2015-10-26 16:13:00"	0	10002	1	0
1231	NULL	2	"minister of religion"		7002	1	default.png	0	"2014-04-03 01:04:00"	"2015-10-26 15:36:00"	0	10002	1	0
1232	NULL	2	cubing		7002	1	default.png	0	"2014-08-11 12:58:00"	"2015-10-26 15:32:00"	0	10002	1	0
1233	NULL	3	"Top 5% result in a half marathon race"		7002	1	default.png	0	"2014-12-11 11:33:00"	"2015-10-26 14:06:00"	0	10002	1	0
1234	NULL	3	"Celebrate my 25th anniversary"		7002	1	default.png	0	"2014-06-21 18:59:00"	"2015-10-26 13:20:00"	0	10002	1	0
1235	NULL	2	psychotherapist		7002	1	default.png	0	"2014-02-02 00:54:00"	"2015-10-26 12:08:00"	0	10002	1	0
1236	NULL	3	"Start a non-profit organization"		7002	1	default.png	0	"2014-03-23 00:13:00"	"2015-10-26 10:33:00"	0	10002	1	0
1237	NULL	2	"plumber (general)"		7002	1	default.png	0	"2014-09-09 08:33:00"	"2015-10-26 09:39:00"	0	10002	1	0
1238	NULL	3	"Have a Nascar Experience"		7002	1	default.png	0	"2014-12-29 03:28:00"	"2015-10-26 08:28:00"	0	10002	1	0
1239	NULL	3	"Feed a Homeless Person"		7002	1	default.png	0	"2014-06-08 14:07:00"	"2015-10-26 07:15:00"	0	10002	1	0
1240	NULL	2	"self-esteem, motivation, and skill setting "		7002	1	default.png	0	"2014-10-09 19:13:00"	"2015-10-26 07:12:00"	0	10002	1	0
1241	NULL	2	"video producer"		7002	1	default.png	0	"2014-12-09 03:52:00"	"2015-10-26 07:00:00"	0	10002	1	0
1242	NULL	3	"Run a marathon"		7002	1	default.png	0	"2014-04-03 13:12:00"	"2015-10-26 06:34:00"	0	10002	1	0
1243	NULL	2	"skill setting"		7002	1	default.png	0	"2014-11-20 17:56:00"	"2015-10-26 06:17:00"	0	10002	1	0
1244	NULL	2	"corel word perfect"		7002	1	default.png	0	"2014-08-17 04:45:00"	"2015-10-26 03:59:00"	0	10002	1	0
1245	NULL	2	"motivated: the inner reason for any act; as, hunger might be the motive for working."		7002	1	default.png	0	"2014-10-25 01:17:00"	"2015-10-26 03:03:00"	0	10002	1	0
1246	NULL	4	"Sand art"		7002	1	default.png	0	"2014-05-05 08:00:00"	"2015-10-26 02:32:00"	0	10002	1	0
1247	NULL	3	"Dance in Bali"		7002	1	default.png	0	"2014-11-05 23:52:00"	"2015-10-25 23:19:00"	0	10002	1	0
1248	NULL	3	"Get 1000 followers on my blog"		7002	1	default.png	0	"2014-07-17 02:53:00"	"2015-10-25 23:15:00"	0	10002	1	0
1249	NULL	3	"Go Paintballing"		7002	1	default.png	0	"2014-11-14 14:41:00"	"2015-10-25 21:19:00"	0	10002	1	0
1250	NULL	2	"inventing new ideas"		7002	1	default.png	0	"2014-02-27 15:37:00"	"2015-10-25 20:46:00"	0	10002	1	0
1251	NULL	3	"Fail a Course"		7002	1	default.png	0	"2014-01-07 04:14:00"	"2015-10-25 20:27:00"	0	10002	1	0
1252	NULL	3	"Attend a Street Party"		7002	1	default.png	0	"2014-09-16 14:20:00"	"2015-10-25 17:52:00"	0	10002	1	0
1253	NULL	4	Cryptography		7002	1	default.png	0	"2014-06-17 10:31:00"	"2015-10-25 16:55:00"	0	10002	1	0
1254	NULL	2	"tree trimming"		7002	1	default.png	0	"2014-10-09 10:04:00"	"2015-10-25 15:17:00"	0	10002	1	0
1255	NULL	2	"hair lightening"		7002	1	default.png	0	"2014-12-17 07:24:00"	"2015-10-25 13:36:00"	0	10002	1	0
1256	NULL	4	"Learning an instrument"		7002	1	default.png	0	"2014-09-14 07:26:00"	"2015-10-25 13:30:00"	0	10002	1	0
1257	NULL	2	brainstorming		7002	1	default.png	0	"2014-09-19 01:28:00"	"2015-10-25 12:57:00"	0	10002	1	0
1258	NULL	2	"parts clerk"		7002	1	default.png	0	"2014-10-28 13:06:00"	"2015-10-25 10:53:00"	0	10002	1	0
1259	NULL	2	"suggesting courses of action"		7002	1	default.png	0	"2014-10-18 23:54:00"	"2015-10-25 09:18:00"	0	10002	1	0
1260	NULL	3	"Become Optimistic"		7002	1	default.png	0	"2014-03-13 23:06:00"	"2015-10-25 08:11:00"	0	10002	1	0
1261	NULL	3	"Do 10 Pushups for 10 Days"		7002	1	default.png	0	"2014-12-04 05:11:00"	"2015-10-25 07:52:00"	0	10002	1	0
1262	NULL	2	"environmental consultant"		7002	1	default.png	0	"2014-09-19 18:46:00"	"2015-10-25 07:30:00"	0	10002	1	0
1263	NULL	4	Astronomy		7002	1	default.png	0	"2014-03-21 23:32:00"	"2015-10-25 04:14:00"	0	10002	1	0
1264	NULL	4	"Glass painting"		7002	1	default.png	0	"2014-05-31 03:09:00"	"2015-10-25 03:53:00"	0	10002	1	0
1265	NULL	3	"Design Career Around a Personal Passion"		7002	1	default.png	0	"2014-10-12 08:42:00"	"2015-10-25 03:49:00"	0	10002	1	0
1266	NULL	3	"Take a Falconry Class"		7002	1	default.png	0	"2014-08-03 19:58:00"	"2015-10-25 03:17:00"	0	10002	1	0
1267	NULL	9	"Love people, find something to like about the person"		7002	1	default.png	0	"2014-10-15 19:17:00"	"2015-10-25 01:31:00"	0	10002	1	0
1268	NULL	3	"Get in volved With Your Peers in Your Major."		7002	1	default.png	0	"2014-08-17 15:18:00"	"2015-10-25 01:18:00"	0	10002	1	0
1269	NULL	3	"Have a Collection"		7002	1	default.png	0	"2014-11-15 12:46:00"	"2015-10-25 01:09:00"	0	10002	1	0
1270	NULL	2	"Managing Difficult Conversations"		7001	1	default.png	0	"2014-02-17 13:13:09"	"2015-10-25 00:34:02"	3	10002	1	0
1271	NULL	3	"Yearly family visits"		7002	1	default.png	0	"2014-05-10 14:33:00"	"2015-10-25 00:03:00"	0	10002	1	0
1272	NULL	2	"dealing with data"		7002	1	default.png	0	"2014-07-09 13:21:00"	"2015-10-24 22:29:00"	0	10002	1	0
1273	NULL	3	"Do the in ca Trail to Machu Picchu"		7002	1	default.png	0	"2014-10-03 18:00:00"	"2015-10-24 22:24:00"	0	10002	1	0
1274	NULL	3	"Ride a Zip Line Ride"		7002	1	default.png	0	"2014-06-14 18:03:00"	"2015-10-24 21:55:00"	0	10002	1	0
1275	NULL	2	"using calculators"		7002	1	default.png	0	"2014-11-23 10:14:00"	"2015-10-24 20:02:00"	0	10002	1	0
1276	NULL	3	"Join an online dating service"		7002	1	default.png	0	"2014-10-25 18:39:00"	"2015-10-24 18:37:00"	0	10002	1	0
1277	NULL	2	"client server"		7002	1	default.png	0	"2014-01-04 11:00:00"	"2015-10-24 16:12:00"	0	10002	1	0
1278	NULL	3	"Get Straight A's Next Semester"		7002	1	default.png	0	"2014-01-25 19:02:00"	"2015-10-24 15:53:00"	0	10002	1	0
1279	NULL	2	"drying clothes and dishes"		7002	1	default.png	0	"2014-05-31 00:26:00"	"2015-10-24 14:44:00"	0	10002	1	0
1280	NULL	3	"Paint All of the Trim in Our House"		7002	1	default.png	0	"2014-10-15 19:14:00"	"2015-10-24 13:18:00"	0	10002	1	0
1281	NULL	2	"project builder"		7002	1	default.png	0	"2014-05-15 15:29:00"	"2015-10-24 12:25:00"	0	10002	1	0
1282	NULL	2	"operating a dishwasher"		7002	1	default.png	0	"2014-11-05 21:51:00"	"2015-10-24 10:00:00"	0	10002	1	0
1283	NULL	2	"funeral workers nec"		7002	1	default.png	0	"2014-10-21 09:08:00"	"2015-10-24 09:30:00"	0	10002	1	0
1284	NULL	2	"make a short, informative public speech"		7002	1	default.png	0	"2014-02-22 22:10:00"	"2015-10-24 07:41:00"	0	10002	1	0
1285	NULL	3	"Perfect a Karate Kick"		7002	1	default.png	0	"2014-11-08 11:02:00"	"2015-10-24 07:27:00"	0	10002	1	0
1286	NULL	2	"food technologist"		7002	1	default.png	0	"2014-10-21 09:34:00"	"2015-10-24 04:24:00"	0	10002	1	0
1287	NULL	3	"Complete the Trip Che Guevara Made Through South America"		7002	1	default.png	0	"2014-02-02 04:48:00"	"2015-10-24 04:22:00"	0	10002	1	0
1288	NULL	3	"Pingxi Lantern Festival in Taiwan"		7002	1	default.png	0	"2014-11-06 02:41:00"	"2015-10-24 03:16:00"	0	10002	1	0
1289	NULL	3	"Join a Flash Mob"		7002	1	default.png	0	"2014-11-26 04:41:00"	"2015-10-24 02:06:00"	0	10002	1	0
1290	NULL	2	yoga		7002	1	default.png	0	"2014-07-24 22:08:00"	"2015-10-23 22:44:00"	0	10002	1	0
1291	NULL	3	"Climb a Pyramid"		7002	1	default.png	0	"2014-05-25 21:33:00"	"2015-10-23 20:22:00"	0	10002	1	0
1292	NULL	9	"Don't be a cheapskate."		7002	1	default.png	0	"2014-04-28 10:32:00"	"2015-10-23 18:55:00"	0	10002	1	0
1293	NULL	4	"Tool collecting"		7002	1	default.png	0	"2014-02-15 07:37:00"	"2015-10-23 18:01:00"	0	10002	1	0
1294	NULL	4	"Miniature figures"		7002	1	default.png	0	"2014-06-02 13:30:00"	"2015-10-23 17:55:00"	0	10002	1	0
1295	NULL	2	"conducting meetings"		7002	1	default.png	0	"2014-01-24 12:36:00"	"2015-10-23 14:41:00"	0	10002	1	0
1296	NULL	3	"Capture a Tornado on Film"		7002	1	default.png	0	"2014-01-19 11:04:00"	"2015-10-23 13:20:00"	0	10002	1	0
1297	NULL	4	"Dinner or movie club"		7002	1	default.png	0	"2014-08-21 11:19:00"	"2015-10-23 12:43:00"	0	10002	1	0
1298	NULL	3	"Achieve 1,000 Goals"		7002	1	default.png	0	"2014-02-12 01:49:00"	"2015-10-23 10:11:00"	0	10002	1	0
1299	NULL	3	"Cross Country on a Train"		7002	1	default.png	0	"2014-06-30 09:10:00"	"2015-10-23 10:07:00"	0	10002	1	0
1300	NULL	4	Banjo		7002	1	default.png	0	"2014-01-04 02:49:00"	"2015-10-23 09:59:00"	0	10002	1	0
1301	NULL	3	"Go Go-Karting"		7002	1	default.png	0	"2014-09-15 12:05:00"	"2015-10-23 09:13:00"	0	10002	1	0
1302	NULL	3	"Host a Traditional Thanksgiving Dinner"		7002	1	default.png	0	"2014-01-14 15:53:00"	"2015-10-23 08:48:00"	0	10002	1	0
1303	NULL	2	"gaming (tabletop games and role-playing games)"		7002	1	default.png	0	"2014-06-26 15:13:00"	"2015-10-23 04:56:00"	0	10002	1	0
1304	NULL	3	"See Niagara Falls"		7002	1	default.png	0	"2014-05-31 22:39:00"	"2015-10-23 04:44:00"	0	10002	1	0
1305	NULL	2	"communicating with young or old people"		7002	1	default.png	0	"2014-08-21 20:24:00"	"2015-10-23 03:42:00"	0	10002	1	0
1306	NULL	2	"changing tires"		7002	1	default.png	0	"2014-05-08 17:46:00"	"2015-10-23 03:06:00"	0	10002	1	0
1307	NULL	2	"ict systems test engineer"		7002	1	default.png	0	"2014-12-14 17:57:00"	"2015-10-23 02:30:00"	0	10002	1	0
1308	NULL	4	"Exhibition drill"		7002	1	default.png	0	"2014-06-06 12:29:00"	"2015-10-23 02:06:00"	0	10002	1	0
1309	NULL	3	"Have My Palm Read"		7002	1	default.png	0	"2014-11-02 16:09:00"	"2015-10-22 23:16:00"	0	10002	1	0
1310	NULL	3	"Have One Adventure a Month"		7002	1	default.png	0	"2014-12-26 22:15:00"	"2015-10-22 21:05:00"	0	10002	1	0
1311	NULL	9	"Be lovable."		7002	1	default.png	0	"2014-08-30 04:08:00"	"2015-10-22 20:19:00"	0	10002	1	0
1312	NULL	9	"Keep busy doing what you like."		7002	1	default.png	0	"2014-11-11 11:47:00"	"2015-10-22 20:05:00"	0	10002	1	0
1313	NULL	3	"Write Your Name in Wet Cement"		7002	1	default.png	0	"2014-08-16 14:47:00"	"2015-10-22 19:27:00"	0	10002	1	0
1314	NULL	2	"deltiology (postcard collecting)"		7002	1	default.png	0	"2014-08-14 07:57:00"	"2015-10-22 19:00:00"	0	10002	1	0
1315	NULL	4	Bagpipe		7002	1	default.png	0	"2014-03-29 08:09:00"	"2015-10-22 18:29:00"	0	10002	1	0
1316	NULL	3	"Compose an electronic song"		7002	1	default.png	0	"2014-01-23 13:54:00"	"2015-10-22 13:29:00"	0	10002	1	0
1317	NULL	3	"Lose 20 pounds"		7002	1	default.png	0	"2014-09-10 08:41:00"	"2015-10-22 11:09:00"	0	10002	1	0
1318	NULL	4	"Collecting Scale Models"		7002	1	default.png	0	"2014-10-30 18:48:00"	"2015-10-22 10:37:00"	0	10002	1	0
1319	NULL	3	"Rappel in to Moaning Caverns in California"		7002	1	default.png	0	"2014-02-14 00:40:00"	"2015-10-22 07:32:00"	0	10002	1	0
1320	NULL	2	"pt modeler"		7002	1	default.png	0	"2014-02-11 19:21:00"	"2015-10-22 07:20:00"	0	10002	1	0
1321	NULL	2	cosplaying		7002	1	default.png	0	"2014-08-22 03:29:00"	"2015-10-22 06:43:00"	0	10002	1	0
1322	NULL	3	"Drink Rum on a Caribbean Beach"		7002	1	default.png	0	"2014-09-05 07:27:00"	"2015-10-22 03:06:00"	0	10002	1	0
1323	NULL	2	"food preparation"		7002	1	default.png	0	"2014-03-17 08:05:00"	"2015-10-22 02:32:00"	0	10002	1	0
1324	NULL	2	"classifying records"		7002	1	default.png	0	"2014-09-05 06:49:00"	"2015-10-22 02:16:00"	0	10002	1	0
1325	NULL	3	"Go to a Day Game At Wrigley Field With My Son"		7002	1	default.png	0	"2014-11-24 03:50:00"	"2015-10-21 22:45:00"	0	10002	1	0
1326	NULL	3	"Get Vip Passes to a Show"		7002	1	default.png	0	"2014-10-21 17:32:00"	"2015-10-21 18:48:00"	0	10002	1	0
1327	NULL	2	"researching "		7002	1	default.png	0	"2014-04-23 05:31:00"	"2015-10-21 18:47:00"	0	10002	1	0
1328	NULL	3	"Become a bartender"		7002	1	default.png	0	"2014-01-30 09:13:00"	"2015-10-21 18:32:00"	0	10002	1	0
1329	NULL	2	"slot car racing"		7002	1	default.png	0	"2014-05-19 10:46:00"	"2015-10-21 18:09:00"	0	10002	1	0
1330	NULL	3	"Safari Through Serengeti in Tanzania"		7002	1	default.png	0	"2014-09-08 01:52:00"	"2015-10-21 16:46:00"	0	10002	1	0
1331	NULL	3	"Backpack Across the Himalayas"		7002	1	default.png	0	"2014-05-14 22:59:00"	"2015-10-21 16:25:00"	0	10002	1	0
1332	NULL	3	"Drink Tequila in Mexico"		7002	1	default.png	0	"2014-10-10 03:36:00"	"2015-10-21 13:57:00"	0	10002	1	0
1333	NULL	2	acupuncturist		7002	1	default.png	0	"2014-12-07 20:01:00"	"2015-10-21 12:52:00"	0	10002	1	0
1334	NULL	3	"Party in a Private Booth At a Nightclub"		7002	1	default.png	0	"2014-02-05 04:37:00"	"2015-10-21 12:24:00"	0	10002	1	0
1335	NULL	4	"Metal detecting"		7002	1	default.png	0	"2014-01-08 16:03:00"	"2015-10-21 12:09:00"	0	10002	1	0
1336	NULL	3	"Watch the Space Shuttle Launch"		7002	1	default.png	0	"2014-07-24 07:04:00"	"2015-10-21 11:49:00"	0	10002	1	0
1337	NULL	2	"diving instructor (open water)"		7002	1	default.png	0	"2014-05-12 02:14:00"	"2015-10-21 10:21:00"	0	10002	1	0
1338	NULL	3	"Sleep in a Teepee"		7002	1	default.png	0	"2014-02-16 19:22:00"	"2015-10-21 09:24:00"	0	10002	1	0
1339	NULL	2	"supervise, teach"		7002	1	default.png	0	"2014-03-11 04:55:00"	"2015-10-21 08:32:00"	0	10002	1	0
1340	NULL	3	"Compete in a Fitness Competition"		7002	1	default.png	0	"2014-09-19 05:30:00"	"2015-10-21 06:48:00"	0	10002	1	0
1341	NULL	3	"Being Respected"	"Being respected by others; having other people trust you"	7002	1	default.png	0	"2014-02-13 21:44:00"	"2015-10-21 05:58:00"	0	10002	1	0
1342	NULL	4	"Learning to pilot a plane"		7002	1	default.png	0	"2013-12-31 16:41:00"	"2015-10-21 05:02:00"	0	10002	1	0
1343	NULL	3	"Ride the Orient Express"		7002	1	default.png	0	"2014-06-22 20:20:00"	"2015-10-21 02:55:00"	0	10002	1	0
1344	NULL	2	methodical		7002	1	default.png	0	"2014-08-08 14:01:00"	"2015-10-21 01:51:00"	0	10002	1	0
1345	NULL	3	"Explorer the Van Gogh Museum in Netherlands"		7002	1	default.png	0	"2014-04-02 05:29:00"	"2015-10-21 01:29:00"	0	10002	1	0
1346	NULL	2	"draw, sketch, render"		7002	1	default.png	0	"2014-01-12 16:30:00"	"2015-10-21 01:25:00"	0	10002	1	0
1347	NULL	2	Managing		7001	1	default.png	0	"2014-02-17 13:13:13"	"2015-10-21 01:18:32"	3	10002	1	0
1348	NULL	2	"managing people "		7002	1	default.png	0	"2014-10-24 08:33:00"	"2015-10-20 20:01:00"	0	10002	1	0
1349	NULL	3	"Bone Marrow"		7002	1	default.png	0	"2014-07-18 20:09:00"	"2015-10-20 19:51:00"	0	10002	1	0
1350	NULL	3	"Swimming With Turtles in Maui"		7002	1	swimming.jpg	0	"2014-07-16 01:20:00"	"2015-10-20 17:48:00"	0	10002	1	0
1351	NULL	2	roofing		7002	1	default.png	0	"2014-07-01 04:18:00"	"2015-10-20 16:39:00"	0	10002	1	0
1352	NULL	9	"True wisdom and insight is always free."		7002	1	default.png	0	"2014-02-25 02:49:00"	"2015-10-20 15:55:00"	0	10002	1	0
1353	NULL	4	Badminton		7002	1	default.png	0	"2014-10-13 21:08:00"	"2015-10-20 15:27:00"	0	10002	1	0
1354	NULL	4	"Word searches"		7002	1	default.png	0	"2014-04-28 11:32:00"	"2015-10-20 15:12:00"	0	10002	1	0
1355	NULL	3	"Visit Alcatraz"		7002	1	default.png	0	"2014-01-09 22:46:00"	"2015-10-20 11:15:00"	0	10002	1	0
1356	NULL	2	"displaying art"		7002	1	default.png	0	"2014-02-25 19:40:00"	"2015-10-20 10:09:00"	0	10002	1	0
1357	NULL	3	"Great Wall of China"		7002	1	default.png	0	"2014-02-05 22:58:00"	"2015-10-20 07:07:00"	0	10002	1	0
1358	NULL	2	footballer		7002	1	default.png	0	"2014-05-23 08:58:00"	"2015-10-20 06:00:00"	0	10002	1	0
1359	NULL	3	"Have a Professional Photo Shoot"		7002	1	default.png	0	"2014-11-13 21:50:00"	"2015-10-20 05:53:00"	0	10002	1	0
1360	NULL	4	Railfans		7002	1	default.png	0	"2014-07-28 14:36:00"	"2015-10-20 04:32:00"	0	10002	1	0
1361	NULL	3	"Walk on Hot Coals"		7002	1	default.png	0	"2014-03-30 00:21:00"	"2015-10-20 04:18:00"	0	10002	1	0
1362	NULL	2	"agricultural scientist"		7002	1	default.png	0	"2014-06-22 21:43:00"	"2015-10-20 02:51:00"	0	10002	1	0
1363	NULL	3	"Finish the 60 Day in sanity Workout"		7002	1	default.png	0	"2014-09-11 09:29:00"	"2015-10-20 02:49:00"	0	10002	1	0
1364	NULL	9	"Learn to navigate without a GPS;"		7002	1	default.png	0	"2014-07-09 04:22:00"	"2015-10-19 20:44:00"	0	10002	1	0
1365	NULL	3	"Invest in a Business"		7002	1	default.png	0	"2014-05-24 22:00:00"	"2015-10-19 16:48:00"	0	10002	1	0
1366	NULL	4	Needlepoint		7002	1	default.png	0	"2014-07-16 05:46:00"	"2015-10-19 14:40:00"	0	10002	1	0
1367	NULL	9	"Nobody else controls you."		7002	1	default.png	0	"2014-01-20 09:37:00"	"2015-10-19 14:35:00"	0	10002	1	0
1368	NULL	3	"Be a Leader in My Field"		7002	1	default.png	0	"2014-05-28 20:36:00"	"2015-10-19 13:28:00"	0	10002	1	0
1369	NULL	2	"driving "		7002	1	default.png	0	"2014-12-07 10:41:00"	"2015-10-19 12:47:00"	0	10002	1	0
1370	NULL	9	"Find a role model and aim to achieve even more than they could ever do."		7002	1	default.png	0	"2014-01-06 07:01:00"	"2015-10-19 12:33:00"	0	10002	1	0
1371	NULL	4	Lacemaking		7002	1	default.png	0	"2014-04-25 17:16:00"	"2015-10-19 12:04:00"	0	10002	1	0
1372	NULL	3	"Go for a Swim in the Blue Ocean At the Maldives"		7002	1	default.png	0	"2014-07-25 09:03:00"	"2015-10-19 10:26:00"	0	10002	1	0
1373	NULL	4	"Carving wood animals, caricatures, figures"		7002	1	default.png	0	"2014-12-01 23:30:00"	"2015-10-19 10:15:00"	0	10002	1	0
1374	NULL	3	"Do Something People Say I Can't Do"		7002	1	default.png	0	"2014-05-18 22:12:00"	"2015-10-19 09:09:00"	0	10002	1	0
1375	NULL	3	"Drink Only Water for a Week"		7002	1	default.png	0	"2014-05-24 10:55:00"	"2015-10-19 08:33:00"	0	10002	1	0
1376	NULL	2	"electronic engineering technician"		7002	1	default.png	0	"2014-03-11 09:09:00"	"2015-10-19 05:21:00"	0	10002	1	0
1377	NULL	3	"Cook From Scratch Learn to Cook Something Other Than Ramon Noodles."		7002	1	default.png	0	"2014-06-30 04:56:00"	"2015-10-19 04:30:00"	0	10002	1	0
1378	NULL	9	"Get a deck of cards, use them;"		7002	1	default.png	0	"2014-12-21 03:31:00"	"2015-10-19 04:06:00"	0	10002	1	0
1379	NULL	3	"Swim with dolphins"		7002	1	default.png	0	"2014-06-28 09:22:00"	"2015-10-19 04:02:00"	0	10002	1	0
1380	NULL	3	"Build a Tree House"		7002	1	default.png	0	"2014-03-17 17:29:00"	"2015-10-19 03:12:00"	0	10002	1	0
1381	NULL	4	"Fossil hunting"		7002	1	default.png	0	"2014-09-21 03:11:00"	"2015-10-19 01:43:00"	0	10002	1	0
1382	NULL	3	"Play a Round of Golf"		7002	1	default.png	0	"2014-06-05 19:54:00"	"2015-10-19 00:17:00"	0	10002	1	0
1383	NULL	3	"Get Hypnotized"		7002	1	default.png	0	"2014-04-27 17:21:00"	"2015-10-19 00:13:00"	0	10002	1	0
1384	NULL	3	"Be in a Small-Town Parade"		7002	1	default.png	0	"2014-11-01 04:53:00"	"2015-10-18 22:26:00"	0	10002	1	0
1385	NULL	2	diplomatic		7002	1	default.png	0	"2014-02-20 18:32:00"	"2015-10-18 22:22:00"	0	10002	1	0
1386	NULL	2	"ability to delegate"		7002	1	default.png	0	"2014-08-22 19:16:00"	"2015-10-18 22:21:00"	0	10002	1	0
1387	NULL	4	"Treasure hunting"		7002	1	default.png	0	"2014-03-01 05:13:00"	"2015-10-18 21:52:00"	0	10002	1	0
1388	NULL	2	"printing machinist"		7002	1	default.png	0	"2014-04-23 00:17:00"	"2015-10-18 19:57:00"	0	10002	1	0
1389	NULL	2	"driving instructor"		7002	1	default.png	0	"2014-10-28 15:01:00"	"2015-10-18 19:50:00"	0	10002	1	0
1390	NULL	3	"Connect 10+ Relationships"		7002	1	default.png	0	"2014-01-18 03:14:00"	"2015-10-18 18:44:00"	0	10002	1	0
1391	NULL	3	"Coal Walking"		7002	1	default.png	0	"2014-01-16 04:28:00"	"2015-10-18 13:31:00"	0	10002	1	0
1392	NULL	2	forester		7002	1	default.png	0	"2014-08-13 02:01:00"	"2015-10-18 12:43:00"	0	10002	1	0
1393	NULL	4	Paintball		7002	1	default.png	0	"2014-11-08 20:48:00"	"2015-10-18 08:39:00"	0	10002	1	0
